tag_id,date,stage,origin,fork_length_mm,action,species
989.001042044517,2023-05-17,downstream,wild,202,unclip,ct
989.001042044568,2023-05-15,downstream,wild,125,unclip,co
989.001044928039,2023-06-02,downstream,wild,68,unclip,ck
989.001044933396,2023-06-07,downstream,wild,73,unclip,ck
989.001044927853,2023-06-06,downstream,wild,75,unclip,ck
989.001044923788,2023-06-01,downstream,wild,68,unclip,ck
989.001044929766,2023-06-07,downstream,wild,73,unclip,ck
989.001044929766,2023-06-07,downstream,wild,73,unclip,ck
989.001042042373,2022-06-24,downstream,wild,101,unclip,co
989.001045157351,2023-06-20,downstream,wild,63,unclip,ck
989.001044931936,2023-06-02,downstream,wild,67,unclip,ck
989.001044925667,2023-06-06,downstream,wild,77,unclip,ck
989.001045157369,2023-06-20,downstream,wild,68,unclip,ck
989.001044931830,2023-06-06,downstream,wild,67,unclip,ck
989.001044931830,2023-06-06,downstream,wild,67,unclip,ck
989.001044929237,2023-06-04,downstream,wild,62,unclip,ck
989.001038894208,2023-06-13,downstream,wild,74,unclip,ck
989.001044928120,2023-06-01,downstream,wild,74,unclip,ck
989.001042041186,2022-06-15,downstream,wild,83,unclip,ck
989.001038893629,2023-06-14,downstream,wild,77,unclip,ck
989.001044925678,2023-06-07,downstream,wild,69,unclip,ck
989.001044925678,2023-06-07,downstream,wild,69,unclip,ck
989.001044927202,2023-06-02,downstream,wild,164,unclip,stl
989.001044927202,2023-06-02,downstream,wild,164,unclip,stl
989.001044929797,2023-05-30,downstream,wild,61,unclip,ck
989.001042044468,2023-05-19,downstream,wild,98,unclip,co
989.001042047727,2022-06-17,downstream,wild,118,unclip,ct
989.001042047727,2022-06-17,downstream,wild,118,unclip,ct
989.001045158308,2023-06-14,downstream,wild,63,unclip,ck
989.001038893672,2023-06-13,downstream,wild,73,unclip,ck
989.001042813127,2023-05-01,downstream,wild,86,,rbt
989.001044923811,2023-06-05,downstream,wild,63,unclip,ck
989.001044933384,2023-06-06,downstream,wild,75,unclip,ck
989.001044927864,2023-06-06,downstream,wild,75,unclip,ck
989.001044926887,2023-05-30,downstream,wild,78,unclip,ck
989.001045156774,2023-06-20,downstream,wild,68,unclip,ck
989.001045158415,2023-06-14,downstream,wild,67,unclip,ck
989.001044931108,2023-06-01,downstream,wild,66,unclip,ck
989.001044927279,2023-06-01,downstream,wild,73,unclip,ck
989.001044932538,2023-06-02,downstream,wild,69,unclip,ck
989.001042046712,2022-06-13,downstream,wild,65,unclip,ck
989.001044927478,2023-06-04,downstream,wild,68,unclip,ck
989.001042812588,2023-05-11,downstream,wild,93,,rbt
989.001044927185,2023-06-02,downstream,wild,73,unclip,ck
989.001042044995,2023-05-23,downstream,wild,105,unclip,co
989.001042041692,2022-06-22,downstream,wild,70,unclip,ck
989.001044928802,2023-06-02,downstream,wild,122,unclip,rbt
989.001044928802,2023-06-02,downstream,wild,122,unclip,rbt
989.001044928802,2023-06-02,downstream,wild,122,unclip,rbt
989.001044928802,2023-06-02,downstream,wild,122,unclip,rbt
989.001044928802,2023-06-02,downstream,wild,122,unclip,rbt
989.001044928802,2023-06-02,downstream,wild,122,unclip,rbt
989.001044928802,2023-06-02,downstream,wild,122,unclip,rbt
989.001044928802,2023-06-02,downstream,wild,122,unclip,rbt
989.001044928802,2023-06-02,downstream,wild,122,unclip,rbt
989.001044928802,2023-06-02,downstream,wild,122,unclip,rbt
989.001044928802,2023-06-02,downstream,wild,122,unclip,rbt
989.001044928802,2023-06-02,downstream,wild,122,unclip,rbt
989.001044928802,2023-06-02,downstream,wild,122,unclip,rbt
989.001044928802,2023-06-02,downstream,wild,122,unclip,rbt
989.001044930032,2023-06-05,downstream,wild,68,unclip,ck
