tag_id,date,stage,origin,fork_length_mm,action,species
989.001041737092,2023-05-16,downstream,hatch,17.63,detect,co
989.001041757857,2023-05-16,downstream,hatch,17.63,detect,co
989.001041738715,2023-05-16,downstream,hatch,17.63,detect,co
989.001040918226,2023-05-16,downstream,hatch,17.63,detect,co
989.001041736509,2023-05-16,downstream,hatch,17.63,detect,co
989.001041757701,2023-05-16,downstream,hatch,17.63,detect,co
989.001041759022,2023-05-16,downstream,hatch,17.63,detect,co
989.001041756537,2023-05-16,downstream,hatch,17.63,detect,co
989.001041757701,2023-05-16,downstream,hatch,17.63,detect,co
989.001041759022,2023-05-16,downstream,hatch,17.63,detect,co
989.001041759022,2023-05-16,downstream,hatch,17.63,detect,co
989.001041759022,2023-05-16,downstream,hatch,17.63,detect,co
989.001041759110,2023-05-16,downstream,hatch,17.63,detect,co
989.001041758211,2023-05-16,downstream,hatch,17.63,detect,co
989.001041758100,2023-05-16,downstream,hatch,17.63,detect,co
989.001041756856,2023-05-16,downstream,hatch,17.63,detect,co
989.001041759110,2023-05-16,downstream,hatch,17.63,detect,co
989.001041756856,2023-05-16,downstream,hatch,17.63,detect,co
989.001041758211,2023-05-16,downstream,hatch,17.63,detect,co
989.001041759022,2023-05-16,downstream,hatch,17.63,detect,co
989.001041758100,2023-05-16,downstream,hatch,17.63,detect,co
989.001041757180,2023-05-16,downstream,hatch,17.63,detect,co
989.001041738194,2023-05-16,downstream,hatch,17.63,detect,co
989.001041739939,2023-05-16,downstream,hatch,17.63,detect,co
989.001041757472,2023-05-16,downstream,hatch,17.63,detect,co
989.001041758652,2023-05-16,downstream,hatch,17.63,detect,co
989.001040919300,2023-05-16,downstream,hatch,17.63,detect,co
989.001041740858,2023-05-16,downstream,hatch,17.63,detect,co
989.001040919300,2023-05-16,downstream,hatch,17.63,detect,co
989.001041758652,2023-05-16,downstream,hatch,17.63,detect,co
989.001041736877,2023-05-16,downstream,hatch,17.63,detect,co
989.001041758138,2023-05-16,downstream,hatch,17.63,detect,co
989.001041739939,2023-05-16,downstream,hatch,17.63,detect,co
989.001041740858,2023-05-16,downstream,hatch,17.63,detect,co
989.001041739939,2023-05-16,downstream,hatch,17.63,detect,co
989.001041740858,2023-05-16,downstream,hatch,17.63,detect,co
989.001040919132,2023-05-16,downstream,hatch,17.63,detect,co
989.001041758986,2023-05-16,downstream,hatch,17.63,detect,co
989.001041756623,2023-05-16,downstream,hatch,17.63,detect,co
989.001040919017,2023-05-16,downstream,hatch,17.63,detect,co
989.001041756577,2023-05-16,downstream,hatch,17.63,detect,co
989.001041758470,2023-05-16,downstream,hatch,17.63,detect,co
989.001041740320,2023-05-16,downstream,hatch,17.63,detect,co
989.001041741237,2023-05-16,downstream,hatch,17.63,detect,co
989.001041757639,2023-05-16,downstream,hatch,17.63,detect,co
989.001041759011,2023-05-16,downstream,hatch,17.63,detect,co
989.001040934408,2023-05-16,downstream,hatch,17.63,detect,co
989.001041737012,2023-05-16,downstream,hatch,17.63,detect,co
989.001041756749,2023-05-16,downstream,hatch,17.63,detect,co
989.001040918230,2023-05-16,downstream,hatch,17.63,detect,co
989.001041757285,2023-05-16,downstream,hatch,17.63,detect,co
989.001040933947,2023-05-16,downstream,hatch,17.63,detect,co
989.001041740736,2023-05-16,downstream,hatch,17.63,detect,co
989.001040934545,2023-05-16,downstream,hatch,17.63,detect,co
989.001040919423,2023-05-16,downstream,hatch,17.63,detect,co
989.001041759271,2023-05-16,downstream,hatch,17.63,detect,co
989.001041738405,2023-05-16,downstream,hatch,17.63,detect,co
989.001041757734,2023-05-16,downstream,hatch,17.63,detect,co
989.001041759126,2023-05-16,downstream,hatch,17.63,detect,co
989.001040919331,2023-05-16,downstream,hatch,17.63,detect,co
989.001040918364,2023-05-16,downstream,hatch,17.63,detect,co
989.001040919229,2023-05-16,downstream,hatch,17.63,detect,co
989.001040918342,2023-05-16,downstream,hatch,17.63,detect,co
989.001040918830,2023-05-16,downstream,hatch,17.63,detect,co
989.001041756739,2023-05-16,downstream,hatch,17.63,detect,co
989.001041757381,2023-05-16,downstream,hatch,17.63,detect,co
