tag_id,date,stage,origin,fork_length_mm,action,species
989.001006598880,2023-09-05,return,microtroll,263.0,detect,ck
989.001006608003,2022-09-28,return,microtroll,445.0,detect,ck
989.001006608062,2021-10-15,return,microtroll,315.0,detect,co
989.001006675482,2023-08-22,return,microtroll,211.0,detect,ck
989.001006675484,2022-11-11,return,microtroll,194.0,detect,ck
989.001006676104,2022-05-08,return,river,74.0,detect,rbt
989.001006676128,2023-04-08,return,river,95.0,detect,rbt
989.001006676135,2023-04-11,return,river,75.0,detect,rbt
989.001006676145,2022-05-13,return,river,91.0,detect,co
989.001006676365,2020-10-03,return,microtroll,230.0,detect,ck
989.001006676545,2022-09-27,return,microtroll,255.0,detect,ck
989.001006676568,2022-05-22,return,river,108.0,detect,co
989.001006676569,2022-05-22,return,river,107.0,detect,co
989.001006676571,2022-05-23,return,river,104.0,detect,co
989.001006676572,2022-05-22,return,river,126.0,detect,co
989.001006676573,2022-05-21,return,river,123.0,detect,co
989.001006676574,2022-05-21,return,river,123.0,detect,co
989.001006676575,2022-05-23,return,river,128.0,detect,co
989.001006676576,2022-05-23,return,river,113.0,detect,co
989.001006676577,2022-05-22,return,river,93.0,detect,co
989.001006676578,2022-05-21,return,river,109.0,detect,co
989.001006676579,2022-05-22,return,river,93.0,detect,co
989.001006676580,2022-05-21,return,river,103.0,detect,co
989.001006676581,2022-05-22,return,river,110.0,detect,co
989.001006676582,2022-05-25,return,river,108.0,detect,co
989.001006676583,2022-05-21,return,river,105.0,detect,co
989.001006676585,2022-05-21,return,river,125.0,detect,co
989.001006676586,2022-05-22,return,river,149.0,detect,co
989.001006676587,2022-05-22,return,river,124.0,detect,co
989.001006676588,2022-05-21,return,river,108.0,detect,co
989.001006676589,2022-05-21,return,river,94.0,detect,co
989.001006676590,2022-05-21,return,river,93.0,detect,co
989.001006676591,2022-05-22,return,river,109.0,detect,co
989.001006676592,2022-05-23,return,river,105.0,detect,co
989.001006676593,2022-05-22,return,river,114.0,detect,co
989.001006676594,2022-05-22,return,river,116.0,detect,co
989.001006676595,2022-05-22,return,river,113.0,detect,co
989.001006676596,2022-05-21,return,river,114.0,detect,co
989.001006676597,2022-05-22,return,river,119.0,detect,co
989.001006676598,2022-05-21,return,river,115.0,detect,co
989.001006676600,2022-05-21,return,river,115.0,detect,co
989.001006676602,2022-05-22,return,river,112.0,detect,co
989.001006676603,2022-05-21,return,river,124.0,detect,co
989.001006676604,2022-05-31,return,river,83.0,detect,co
989.001006676605,2022-05-27,return,river,109.0,detect,co
989.001006676606,2022-05-21,return,river,117.0,detect,co
989.001006676607,2022-05-21,return,river,130.0,detect,co
989.001006676608,2022-05-22,return,river,97.0,detect,co
989.001006676609,2022-05-25,return,river,120.0,detect,co
989.001006676610,2022-05-22,return,river,108.0,detect,co
989.001006676612,2022-05-21,return,river,107.0,detect,co
989.001006676613,2022-05-22,return,river,121.0,detect,co
989.001006676615,2022-05-22,return,river,114.0,detect,co
989.001006676617,2022-05-21,return,river,114.0,detect,co
989.001006676618,2022-05-22,return,river,105.0,detect,co
989.001006676619,2022-05-21,return,river,109.0,detect,co
989.001006676620,2022-05-22,return,river,114.0,detect,co
989.001006676621,2022-05-22,return,river,129.0,detect,co
989.001006676622,2022-05-21,return,river,99.0,detect,co
989.001006676623,2022-05-21,return,river,108.0,detect,co
989.001006676624,2022-05-25,return,river,125.0,detect,co
989.001006676626,2022-05-23,return,river,142.0,detect,co
989.001006676627,2022-05-23,return,river,116.0,detect,co
989.001006676628,2022-05-21,return,river,118.0,detect,co
989.001006676630,2022-05-22,return,river,121.0,detect,co
989.001006676631,2022-05-21,return,river,100.0,detect,co
989.001006676632,2022-05-24,return,river,111.0,detect,co
989.001006676633,2022-05-21,return,river,102.0,detect,co
989.001006676634,2022-05-23,return,river,134.0,detect,co
989.001006676635,2022-05-23,return,river,114.0,detect,co
989.001006676636,2022-05-21,return,river,95.0,detect,co
989.001006676637,2022-05-22,return,river,128.0,detect,co
989.001006676638,2022-05-26,return,river,112.0,detect,co
989.001006676639,2022-05-22,return,river,,detect,co
989.001006676640,2022-05-23,return,river,124.0,detect,co
989.001006676641,2022-05-21,return,river,113.0,detect,co
989.001006676642,2022-05-21,return,river,127.0,detect,co
989.001006676643,2022-05-21,return,river,97.0,detect,co
989.001006676644,2022-05-21,return,river,103.0,detect,co
989.001006676645,2022-05-22,return,river,118.0,detect,co
989.001006676646,2022-05-22,return,river,105.0,detect,co
989.001006676647,2022-05-22,return,river,91.0,detect,co
989.001006676648,2022-05-23,return,river,108.0,detect,co
989.001006676649,2022-05-22,return,river,133.0,detect,co
989.001006676650,2022-05-21,return,river,117.0,detect,co
989.001006676651,2022-05-21,return,river,101.0,detect,co
989.001006676652,2022-05-21,return,river,99.0,detect,co
989.001006676653,2022-05-21,return,river,113.0,detect,co
989.001006676654,2022-05-22,return,river,109.0,detect,co
989.001006676655,2022-05-21,return,river,110.0,detect,co
989.001006676656,2022-05-22,return,river,113.0,detect,co
989.001006676657,2022-05-22,return,river,109.0,detect,co
989.001006676658,2022-05-21,return,river,108.0,detect,co
989.001006676659,2022-05-22,return,river,103.0,detect,co
989.001006676661,2022-05-23,return,river,108.0,detect,co
989.001006676662,2022-05-22,return,river,,detect,co
989.001006676663,2022-05-22,return,river,122.0,detect,co
989.001006676664,2022-05-23,return,river,120.0,detect,co
989.001006676665,2022-05-21,return,river,103.0,detect,co
989.001006676666,2022-05-22,return,river,104.0,detect,co
