"","tag_id","date","stage","origin","fork_length_mm","action","species"
"1","989.001038731196",2021-05-10,"facility","hatch",NA,"tag","ck"
"2","989.001040924543",2023-05-03,"facility","hatch",NA,"tag","co"
"3","989.001040924544",2023-05-03,"facility","hatch",NA,"tag","co"
"4","989.001040924545",2023-05-03,"facility","hatch",NA,"tag","co"
"5","989.001040924546",2023-05-03,"facility","hatch",NA,"tag","co"
"6","989.001040924547",2023-05-03,"facility","hatch",NA,"tag","co"
"7","989.001040924548",2023-05-03,"facility","hatch",NA,"tag","co"
"8","989.001040924549",2023-05-03,"facility","hatch",NA,"tag","co"
"9","989.00104092455",2023-05-03,"facility","hatch",NA,"tag","co"
"10","989.001040924551",2023-05-03,"facility","hatch",NA,"tag","co"
"11","989.001040924552",2023-05-03,"facility","hatch",NA,"tag","co"
"12","989.001040924553",2023-05-03,"facility","hatch",NA,"tag","co"
"13","989.001040924554",2023-05-03,"facility","hatch",NA,"tag","co"
"14","989.001040924555",2023-05-03,"facility","hatch",NA,"tag","co"
"15","989.001040924556",2023-05-03,"facility","hatch",NA,"tag","co"
"16","989.001040924557",2023-05-03,"facility","hatch",NA,"tag","co"
