tag_id_long,river,year,date,stock,pfma,latregion,fork_length_mm,annotated_species,confirmed_species
989.001034170084,comox,2020,2020-10-22,Pitt_R_upper,14,Northern SoG,277.0,co,coho
989.001034170085,comox,2020,2020-10-22,Little_Campbell_R,14,Northern SoG,312.0,co,coho
989.001034170082,comox,2020,2020-10-22,Alouette_R,14,Northern SoG,300.0,co,coho
989.001034167047,comox,2020,2020-10-22,Chilliwack_R,14,Northern SoG,260.0,co,coho
989.001034170133,comox,2020,2020-10-22,Chilliwack_R,14,Northern SoG,297.0,co,coho
989.001034170145,comox,2020,2020-10-22,Chilliwack_R,14,Northern SoG,289.0,co,coho
989.001034170154,comox,2020,2020-10-22,Chehalis_R,14,Northern SoG,303.0,co,coho
989.001034170153,comox,2020,2020-10-22,Goldstream_R,14,Northern SoG,290.0,co,coho
989.001034170095,comox,2020,2020-10-22,Jones_Cr,14,Northern SoG,297.0,co,coho
989.001034170094,comox,2020,2020-10-22,Jones_Cr,14,Northern SoG,300.0,co,coho
989.001034170083,comox,2020,2020-10-22,Pitt_R_upper,14,Northern SoG,290.0,co,coho
989.001034170152,comox,2020,2020-10-22,Birkenhead_R,14,Northern SoG,306.0,co,coho
989.001034170111,comox,2020,2020-10-22,Chilliwack_R,14,Northern SoG,322.0,co,coho
989.001034170114,comox,2020,2020-10-22,Chilliwack_R,14,Northern SoG,300.0,co,coho
989.001034169903,maple bay,2020,2020-08-18,Cowichan_R,18,Southern Gulf Islands,285.0,co,coho
989.001034169968,maple bay,2020,2020-08-18,Silverdale_Cr,18,Southern Gulf Islands,248.0,co,coho
989.001034169967,maple bay,2020,2020-08-18,Cowichan_R,18,Southern Gulf Islands,287.0,co,coho
989.001034170953,maple bay,2020,2020-08-18,Skykomish_R,18,Southern Gulf Islands,270.0,co,coho
989.001006678562,five fingers,2020,2020-09-10,Puntledge_R,17,Central SoG,335.0,co,coho
989.001006678474,five fingers,2020,2020-09-10,Barriere_R,17,Central SoG,250.0,co,coho
