watershed,location,earliest_detect_date,tagid
cowichan,202,2023-06-14 01:11:52.040000,989.001038893672
cowichan,202,2023-06-16 22:37:58.550000,989.001038893677
cowichan,202,2023-06-14 00:30:50.990000,989.001038893679
cowichan,202,2023-06-14 14:11:17.010000,989.001038893681
cowichan,202,2023-06-13 23:13:11.890000,989.001038893683
cowichan,202,2023-06-15 19:51:58.030000,989.001038893687
cowichan,202,2023-06-14 04:25:39.330000,989.001038893688
cowichan,202,2023-06-13 23:32:48.020000,989.001038893691
cowichan,202,2023-06-14 00:16:32.670000,989.001038893701
cowichan,202,2023-06-13 17:00:18.270000,989.001038893704
cowichan,202,2023-06-15 00:47:40.100000,989.001038893705
cowichan,202,2023-06-15 01:14:35.620000,989.001038893707
cowichan,202,2023-06-15 11:16:50.990000,989.001038893708
cowichan,202,2023-06-13 23:01:54.120000,989.001038893710
cowichan,202,2023-06-14 10:44:18.860000,989.001038893712
cowichan,202,2023-06-14 02:36:08.170000,989.001038893713
cowichan,202,2023-06-14 10:26:39.300000,989.001038893714
cowichan,202,2023-06-14 02:49:49.090000,989.001038893724
cowichan,202,2023-06-13 19:57:56.190000,989.001038893725
cowichan,202,2023-06-13 23:01:57.330000,989.001038893726
cowichan,202,2023-06-14 00:34:08.320000,989.001038893727
cowichan,202,2023-06-14 14:21:18.380000,989.001038893729
cowichan,202,2023-06-13 18:14:47.790000,989.001038893731
cowichan,202,2023-06-13 21:24:00.540000,989.001038893733
cowichan,202,2023-06-14 00:51:45.440000,989.001038893735
cowichan,202,2023-06-13 23:24:04.440000,989.001038893736
cowichan,202,2023-06-13 14:58:37.040000,989.001038893744
cowichan,202,2023-06-14 02:35:51.470000,989.001038893745
cowichan,202,2023-06-13 17:21:00.720000,989.001038893748
cowichan,202,2023-06-13 21:43:30.490000,989.001038893749
cowichan,202,2023-06-15 11:53:56.130000,989.001038894151
cowichan,202,2023-06-14 05:22:53.870000,989.001038894153
cowichan,202,2023-06-14 00:11:45.400000,989.001038894155
cowichan,202,2023-06-14 00:17:20.010000,989.001038894156
cowichan,202,2023-06-13 19:28:55.360000,989.001038894157
cowichan,202,2023-06-14 02:50:13.910000,989.001038894158
cowichan,202,2023-06-14 07:33:36.890000,989.001038894159
cowichan,202,2023-06-13 09:30:49,989.001038894172
cowichan,202,2023-06-14 12:36:03.980000,989.001038894173
cowichan,202,2023-06-14 01:05:30.360000,989.001038894174
cowichan,202,2023-06-13 14:54:49.440000,989.001038894178
cowichan,202,2023-06-14 10:04:27.440000,989.001038894179
cowichan,202,2023-06-13 19:05:04.150000,989.001038894180
cowichan,202,2023-06-13 15:10:08,989.001038894183
cowichan,202,2023-06-14 02:27:16.010000,989.001038894188
cowichan,202,2023-06-13 09:30:47.130000,989.001038894194
cowichan,202,2023-06-14 07:03:37.190000,989.001038894197
cowichan,202,2023-06-13 09:28:01.570000,989.001038894198
cowichan,202,2023-06-14 08:20:06.730000,989.001038894200
cowichan,202,2023-06-14 02:22:43.320000,989.001038894203
cowichan,202,2023-06-14 02:08:44.670000,989.001038894208
cowichan,202,2023-06-13 22:52:13.880000,989.001038894215
cowichan,202,2023-06-13 22:01:54.110000,989.001038894216
cowichan,202,2023-06-14 06:12:36.910000,989.001038894217
cowichan,202,2023-06-16 02:43:17.220000,989.001038894220
cowichan,202,2023-06-14 23:28:48.700000,989.001038894226
cowichan,202,2023-06-14 00:24:31.530000,989.001038894227
cowichan,202,2023-06-13 15:47:32.150000,989.001038894228
cowichan,202,2023-06-15 05:18:15.560000,989.001038894238
cowichan,202,2023-06-14 05:20:04.040000,989.001038894242
cowichan,202,2023-06-13 23:31:42.190000,989.001038894244
cowichan,202,2023-06-14 02:14:49.260000,989.001038894247
cowichan,202,2021-07-17 21:59:04.990000,989.001039720548
cowichan,202,2023-10-18 16:24:46.900000,989.001041919435
cowichan,202,2022-06-08 18:35:19.050000,989.001041919735
cowichan,202,2022-06-08 15:30:12.410000,989.001042040823
cowichan,202,2022-06-08 15:08:51.520000,989.001042040832
cowichan,202,2022-06-09 12:32:33.110000,989.001042040861
cowichan,202,2022-06-09 11:25:27.800000,989.001042040879
cowichan,202,2022-06-09 10:57:25.030000,989.001042040894
cowichan,202,2022-06-09 11:08:10.120000,989.001042040912
cowichan,202,2022-06-09 11:19:22.460000,989.001042040949
cowichan,202,2022-06-11 10:19:32.440000,989.001042040960
cowichan,202,2022-06-11 09:48:50.990000,989.001042040969
cowichan,202,2022-06-10 14:47:08.850000,989.001042040997
cowichan,202,2022-06-11 10:06:59.580000,989.001042041012
cowichan,202,2022-06-11 09:49:02.310000,989.001042041013
cowichan,202,2022-06-11 10:06:37.640000,989.001042041017
cowichan,202,2022-06-11 10:07:08.330000,989.001042041023
cowichan,202,2022-06-11 10:23:21.180000,989.001042041027
cowichan,202,2022-06-11 09:48:57.940000,989.001042041043
cowichan,202,2022-06-15 11:43:30.820000,989.001042041161
cowichan,202,2022-06-13 15:08:13.880000,989.001042041166
cowichan,202,2022-06-13 21:01:50.550000,989.001042041170
cowichan,202,2022-06-13 13:59:17.540000,989.001042041176
cowichan,202,2022-06-15 12:05:37.380000,989.001042041186
cowichan,202,2022-06-15 11:37:25.160000,989.001042041199
cowichan,202,2022-06-15 11:49:51.550000,989.001042041200
cowichan,202,2022-06-13 14:08:21.380000,989.001042041225
cowichan,202,2022-06-15 11:39:33.850000,989.001042041235
cowichan,202,2022-06-09 11:32:18.050000,989.001042041257
cowichan,202,2022-06-09 12:42:41.710000,989.001042041262
cowichan,202,2022-06-09 11:46:55.960000,989.001042041281
cowichan,202,2022-06-09 13:11:05.800000,989.001042041347
cowichan,202,2022-06-20 21:14:30.030000,989.001042041352
cowichan,202,2022-06-20 13:35:17.380000,989.001042041389
cowichan,202,2022-06-20 17:30:19.540000,989.001042041391
cowichan,202,2022-06-20 14:49:07.590000,989.001042041400
cowichan,202,2022-06-20 22:42:57.250000,989.001042041401
cowichan,202,2023-09-21 02:25:39.760000,989.001042041413
cowichan,202,2022-06-20 17:34:16.030000,989.001042041421
cowichan,202,2022-06-15 11:49:56.990000,989.001042041458
cowichan,202,2022-06-15 11:57:08.620000,989.001042041469
cowichan,202,2022-06-15 11:36:08.260000,989.001042041477
cowichan,202,2022-06-15 11:53:48.730000,989.001042041481
cowichan,202,2022-06-15 11:39:13.080000,989.001042041488
cowichan,202,2022-06-15 12:25:50.760000,989.001042041498
cowichan,202,2022-06-15 11:50:33.370000,989.001042041511
cowichan,202,2022-06-15 11:41:08.920000,989.001042041526
cowichan,202,2022-06-15 12:08:57.440000,989.001042041533
cowichan,202,2022-06-15 12:36:00.740000,989.001042041550
cowichan,202,2022-06-20 20:57:40.690000,989.001042041557
cowichan,202,2022-06-20 20:01:32.720000,989.001042041560
cowichan,202,2022-06-20 17:30:16.380000,989.001042041570
cowichan,202,2022-06-20 19:24:48.060000,989.001042041573
cowichan,202,2022-06-20 13:37:35.420000,989.001042041574
cowichan,202,2022-06-20 20:35:55.260000,989.001042041584
cowichan,202,2022-06-20 13:33:50.310000,989.001042041586
cowichan,202,2022-07-01 05:16:37.920000,989.001042041592
cowichan,202,2022-06-20 16:16:13.460000,989.001042041597
cowichan,202,2022-06-20 19:41:05.170000,989.001042041601
cowichan,202,2022-06-20 15:52:42.520000,989.001042041615
cowichan,202,2022-06-22 18:36:23.340000,989.001042041654
cowichan,202,2022-06-22 17:21:50.660000,989.001042041658
cowichan,202,2022-06-22 13:32:22.440000,989.001042041678
cowichan,202,2022-06-22 16:59:54.820000,989.001042041692
cowichan,202,2022-06-22 20:16:51.260000,989.001042041697
cowichan,202,2022-06-22 20:37:06.520000,989.001042041698
cowichan,202,2022-06-22 13:38:19.590000,989.001042041699
cowichan,202,2023-10-18 13:30:46.550000,989.001042041705
cowichan,202,2022-06-22 21:44:26.640000,989.001042041713
cowichan,202,2022-06-22 13:42:36.230000,989.001042041728
cowichan,202,2022-06-22 17:20:57.710000,989.001042041733
cowichan,202,2022-06-22 13:38:12.790000,989.001042041735
cowichan,202,2022-06-22 16:12:34.730000,989.001042041744
cowichan,202,2022-06-22 13:32:41.970000,989.001042041748
cowichan,202,2022-06-17 12:23:21.760000,989.001042041755
cowichan,202,2022-06-17 14:23:40.340000,989.001042041764
cowichan,202,2022-06-17 12:23:11.470000,989.001042041782
cowichan,202,2022-06-17 12:06:56.290000,989.001042041783
cowichan,202,2022-06-17 17:31:29.200000,989.001042041795
cowichan,202,2022-06-17 12:51:47.150000,989.001042041811
cowichan,202,2022-06-17 15:19:41.110000,989.001042041816
cowichan,202,2022-06-17 18:39:38.290000,989.001042041819
cowichan,202,2022-06-17 15:23:20.990000,989.001042041831
cowichan,202,2022-06-17 12:50:42.220000,989.001042041841
cowichan,202,2022-06-17 15:30:50.220000,989.001042041848
cowichan,202,2022-06-17 17:59:37.710000,989.001042041849
cowichan,202,2023-09-18 04:01:44.730000,989.001042041850
cowichan,202,2022-06-18 22:45:54.140000,989.001042041868
cowichan,202,2022-06-17 19:52:40.800000,989.001042041875
cowichan,202,2022-06-15 13:02:33.590000,989.001042041877
cowichan,202,2022-06-15 12:47:25.260000,989.001042041886
cowichan,202,2022-06-17 11:42:29.170000,989.001042041895
cowichan,202,2022-06-15 12:05:38.620000,989.001042041896
cowichan,202,2022-06-15 14:18:41.330000,989.001042041931
cowichan,202,2022-06-17 12:57:29.550000,989.001042041940
cowichan,202,2022-06-17 14:26:45.020000,989.001042041966
cowichan,202,2022-06-17 14:21:57.950000,989.001042041968
cowichan,202,2022-06-17 12:24:50.970000,989.001042041969
cowichan,202,2022-06-18 20:57:46.180000,989.001042041974
cowichan,202,2022-06-17 18:39:33.760000,989.001042041977
cowichan,202,2022-06-17 14:16:50.180000,989.001042041983
cowichan,202,2022-06-17 13:47:09.760000,989.001042041986
cowichan,202,2022-06-17 13:35:23.230000,989.001042041991
cowichan,202,2022-06-17 13:17:32.320000,989.001042041992
cowichan,202,2022-06-17 16:10:40.700000,989.001042042001
cowichan,202,2022-06-17 13:03:48.610000,989.001042042012
cowichan,202,2022-06-17 12:50:40.190000,989.001042042019
cowichan,202,2022-06-17 13:20:24.700000,989.001042042024
cowichan,202,2022-06-17 14:22:01.030000,989.001042042036
cowichan,202,2022-06-17 17:58:46.830000,989.001042042055
cowichan,202,2022-06-17 12:05:49.430000,989.001042042070
cowichan,202,2022-06-17 17:25:51.600000,989.001042042074
cowichan,202,2022-06-17 13:03:30.280000,989.001042042092
cowichan,202,2022-06-17 16:56:58.670000,989.001042042096
cowichan,202,2022-06-17 12:48:44.240000,989.001042042097
cowichan,202,2022-06-17 18:52:00.700000,989.001042042112
cowichan,202,2022-06-17 12:05:47.350000,989.001042042113
cowichan,202,2022-06-17 19:32:48.600000,989.001042042115
cowichan,202,2022-06-17 13:20:28.030000,989.001042042117
cowichan,202,2022-06-17 12:50:31.200000,989.001042042122
cowichan,202,2022-06-17 12:57:48.450000,989.001042042124
cowichan,202,2022-06-17 11:43:20.670000,989.001042042133
cowichan,202,2022-06-17 13:00:01.130000,989.001042042134
cowichan,202,2022-06-17 12:57:16.680000,989.001042042139
cowichan,202,2022-06-20 21:07:40.280000,989.001042042154
cowichan,202,2022-06-20 13:34:37.820000,989.001042042156
cowichan,202,2022-06-20 20:20:39.700000,989.001042042165
cowichan,202,2022-06-20 21:29:52.030000,989.001042042166
cowichan,202,2022-06-20 20:46:50.990000,989.001042042197
cowichan,202,2022-06-20 13:57:23.670000,989.001042042200
cowichan,202,2022-06-20 20:45:18.430000,989.001042042204
cowichan,202,2022-06-20 17:22:04.330000,989.001042042227
cowichan,202,2022-06-20 20:26:53.470000,989.001042042241
cowichan,202,2022-06-20 17:15:34.890000,989.001042042254
cowichan,202,2022-06-20 20:22:27.850000,989.001042042261
cowichan,202,2023-09-21 06:44:37.750000,989.001042042278
cowichan,202,2022-06-20 18:20:27.100000,989.001042042280
cowichan,202,2022-06-20 13:37:51.290000,989.001042042294
cowichan,202,2022-06-20 21:12:55.880000,989.001042042296
cowichan,202,2022-06-20 13:34:03.290000,989.001042042313
cowichan,202,2022-06-20 20:36:00.870000,989.001042042340
cowichan,202,2022-06-20 14:50:07.040000,989.001042042341
cowichan,202,2022-06-24 14:07:35.120000,989.001042042358
cowichan,202,2022-06-24 14:28:58.400000,989.001042042359
cowichan,202,2022-06-24 16:07:03.110000,989.001042042363
cowichan,202,2022-06-24 13:59:43.730000,989.001042042365
cowichan,202,2022-06-24 14:04:18.580000,989.001042042373
cowichan,202,2022-06-24 13:56:30.630000,989.001042042380
cowichan,202,2023-10-18 09:50:47.480000,989.001042042386
cowichan,202,2022-06-24 14:04:30.300000,989.001042042395
cowichan,202,2022-06-24 20:55:04.430000,989.001042042403
cowichan,202,2022-06-24 17:42:31.250000,989.001042042404
cowichan,202,2022-06-26 22:32:36.670000,989.001042042405
cowichan,202,2022-06-24 18:32:36.100000,989.001042042406
cowichan,202,2022-06-24 14:13:49.920000,989.001042042407
cowichan,202,2022-06-24 16:41:59.530000,989.001042042410
cowichan,202,2022-06-24 14:05:33.050000,989.001042042420
cowichan,202,2022-06-24 14:29:56.940000,989.001042042425
cowichan,202,2022-06-24 21:09:38.590000,989.001042042432
cowichan,202,2022-06-24 18:08:00.810000,989.001042042447
cowichan,202,2022-06-24 14:25:34.640000,989.001042042528
cowichan,202,2022-06-24 13:58:27.070000,989.001042042570
cowichan,202,2022-06-24 20:18:57.650000,989.001042042585
cowichan,202,2022-06-24 13:59:14.180000,989.001042042593
cowichan,202,2022-06-24 15:06:26.490000,989.001042042603
cowichan,202,2022-06-24 14:13:54.680000,989.001042042605
cowichan,202,2022-06-24 13:57:13.090000,989.001042042616
cowichan,202,2022-06-24 17:24:43.280000,989.001042042629
cowichan,202,2022-06-24 19:35:36.500000,989.001042042631
cowichan,202,2022-06-24 15:22:57.540000,989.001042042632
cowichan,202,2022-06-24 14:07:15.040000,989.001042042633
cowichan,202,2022-06-24 13:58:11.610000,989.001042042634
cowichan,202,2022-06-24 14:02:53.330000,989.001042042654
cowichan,202,2022-06-24 13:59:10.430000,989.001042042659
cowichan,202,2022-06-24 13:56:26.020000,989.001042042701
cowichan,202,2022-06-24 13:59:16.800000,989.001042042721
cowichan,202,2022-06-24 13:56:23.980000,989.001042042722
cowichan,202,2022-06-24 21:24:22.270000,989.001042042740
cowichan,202,2022-06-24 17:14:30.090000,989.001042042743
cowichan,202,2022-06-24 21:09:42.290000,989.001042042752
cowichan,202,2022-06-24 17:25:37.710000,989.001042042853
cowichan,202,2022-06-22 13:33:36.840000,989.001042042858
cowichan,202,2022-06-22 20:52:35.150000,989.001042042866
cowichan,202,2022-06-24 21:34:33.480000,989.001042042869
cowichan,202,2022-06-22 15:40:18.030000,989.001042042892
cowichan,202,2022-06-22 13:35:06.330000,989.001042042894
cowichan,202,2022-06-24 13:58:06.900000,989.001042042895
cowichan,202,2022-06-22 13:35:27.510000,989.001042042897
cowichan,202,2022-06-24 15:32:19.960000,989.001042042915
cowichan,202,2022-06-24 14:13:36.490000,989.001042042916
cowichan,202,2022-06-22 13:38:10.640000,989.001042042917
cowichan,202,2022-06-24 14:04:16.520000,989.001042042922
cowichan,202,2022-06-22 20:07:31.240000,989.001042042923
cowichan,202,2022-06-22 13:48:32.480000,989.001042042925
cowichan,202,2022-06-22 21:13:38.150000,989.001042042932
cowichan,202,2022-06-22 21:23:28.050000,989.001042042948
cowichan,202,2022-06-22 13:42:32.800000,989.001042042949
cowichan,202,2022-06-22 13:32:24.330000,989.001042042954
cowichan,202,2022-06-22 17:02:52.340000,989.001042042960
cowichan,202,2022-06-22 17:43:08.700000,989.001042042979
cowichan,202,2022-06-22 21:44:05.450000,989.001042042993
cowichan,202,2022-06-22 15:14:08.870000,989.001042042996
cowichan,202,2022-06-22 13:35:00.190000,989.001042043000
cowichan,202,2022-06-22 14:55:04.400000,989.001042043011
cowichan,202,2022-06-22 13:34:23.080000,989.001042043013
cowichan,202,2022-06-22 21:08:10.960000,989.001042043015
cowichan,202,2022-06-22 18:10:06.440000,989.001042043017
cowichan,202,2022-06-22 13:54:11.710000,989.001042043028
cowichan,202,2022-06-22 17:28:19.330000,989.001042043035
cowichan,202,2022-06-22 15:24:31.680000,989.001042043036
cowichan,202,2022-06-26 10:03:14.400000,989.001042043048
cowichan,202,2022-06-22 13:35:24.160000,989.001042043051
cowichan,202,2022-06-22 21:08:13.320000,989.001042043069
cowichan,202,2022-06-22 20:37:01.020000,989.001042043091
cowichan,202,2022-06-22 17:56:00.050000,989.001042043094
cowichan,202,2022-06-22 13:38:14.650000,989.001042043162
cowichan,202,2022-06-22 13:34:33.170000,989.001042043163
cowichan,202,2022-06-22 17:34:12.310000,989.001042043166
cowichan,202,2022-06-22 21:13:23.540000,989.001042043171
cowichan,202,2022-06-22 13:33:57.330000,989.001042043188
cowichan,202,2022-06-22 20:40:00.290000,989.001042043201
cowichan,202,2022-06-22 17:50:14.400000,989.001042043202
cowichan,202,2022-06-22 18:55:05.270000,989.001042043211
cowichan,202,2023-10-18 12:14:58.970000,989.001042043212
cowichan,202,2022-06-22 21:58:59.680000,989.001042043216
cowichan,202,2022-06-22 19:21:10.200000,989.001042043219
cowichan,202,2022-06-22 13:34:59.350000,989.001042043242
cowichan,202,2022-06-22 20:54:57.950000,989.001042043245
cowichan,202,2022-06-22 15:49:39.690000,989.001042043248
cowichan,202,2022-06-22 18:21:18.420000,989.001042043252
cowichan,202,2022-06-24 17:14:49.310000,989.001042043266
cowichan,202,2022-06-24 13:57:37.060000,989.001042043286
cowichan,202,2022-06-24 17:58:09.070000,989.001042043287
cowichan,202,2023-09-04 03:47:24.720000,989.001042043291
cowichan,202,2022-06-25 04:47:26.970000,989.001042043328
cowichan,202,2022-06-24 14:04:13.040000,989.001042043331
cowichan,202,2022-06-24 14:16:17.220000,989.001042043341
cowichan,202,2023-05-26 11:21:49.260000,989.001042043353
cowichan,202,2023-05-26 11:06:30.080000,989.001042043366
cowichan,202,2023-05-26 10:54:36.140000,989.001042043371
cowichan,202,2023-05-26 10:46:51.820000,989.001042043386
cowichan,202,2023-05-26 11:15:51.160000,989.001042043393
cowichan,202,2023-05-26 10:37:49.950000,989.001042043421
cowichan,202,2023-05-26 11:02:33.030000,989.001042043437
cowichan,202,2023-05-31 13:16:53.040000,989.001042043454
cowichan,202,2023-05-31 12:08:13.370000,989.001042043458
cowichan,202,2023-05-31 12:40:36.650000,989.001042043461
cowichan,202,2023-05-31 12:23:18.250000,989.001042043463
cowichan,202,2023-05-31 12:44:07.410000,989.001042043469
cowichan,202,2023-06-01 01:25:50.410000,989.001042043470
cowichan,202,2023-05-31 18:32:52.400000,989.001042043477
cowichan,202,2023-05-31 12:23:46.130000,989.001042043478
cowichan,202,2023-05-31 12:35:00.300000,989.001042043479
cowichan,202,2023-06-01 05:13:20.790000,989.001042043482
cowichan,202,2023-05-31 12:18:28.840000,989.001042043483
cowichan,202,2023-05-31 12:30:04.650000,989.001042043485
cowichan,202,2023-06-01 01:47:28.860000,989.001042043486
cowichan,202,2023-05-31 21:33:32.830000,989.001042043487
cowichan,202,2023-05-31 20:35:19.650000,989.001042043488
cowichan,202,2023-06-01 05:49:02.320000,989.001042043489
cowichan,202,2023-06-02 05:57:36.920000,989.001042043490
cowichan,202,2023-06-02 14:15:36.130000,989.001042043491
cowichan,202,2023-05-31 12:23:13.140000,989.001042043495
cowichan,202,2023-05-31 12:39:23.170000,989.001042043496
cowichan,202,2023-06-01 00:04:15.050000,989.001042043503
cowichan,202,2023-05-31 21:54:38.220000,989.001042043508
cowichan,202,2023-06-01 05:42:58.630000,989.001042043511
cowichan,202,2023-06-01 03:39:21.140000,989.001042043512
cowichan,202,2023-05-31 23:45:18.870000,989.001042043518
cowichan,202,2023-05-31 12:23:14.920000,989.001042043520
cowichan,202,2023-05-31 16:33:25.010000,989.001042043521
cowichan,202,2023-05-31 23:03:40.360000,989.001042043526
cowichan,202,2023-05-31 21:27:40.630000,989.001042043527
cowichan,202,2023-06-01 03:46:39.630000,989.001042043530
cowichan,202,2023-06-01 12:55:53.060000,989.001042043536
cowichan,202,2023-05-31 19:29:54.410000,989.001042043538
cowichan,202,2023-05-31 23:09:19,989.001042043541
cowichan,202,2023-05-31 12:26:20.320000,989.001042043543
cowichan,202,2023-05-31 12:39:17.800000,989.001042043547
cowichan,202,2023-06-01 06:28:16.860000,989.001042043552
cowichan,202,2023-05-31 10:40:45.060000,989.001042043555
cowichan,202,2023-06-01 05:00:28.400000,989.001042043561
cowichan,202,2023-06-01 00:48:28.670000,989.001042043564
cowichan,202,2023-05-31 23:07:25.090000,989.001042043572
cowichan,202,2023-05-31 10:31:43.870000,989.001042043583
cowichan,202,2023-06-01 01:09:34.370000,989.001042043586
cowichan,202,2023-06-01 05:17:23.700000,989.001042043589
cowichan,202,2023-06-01 12:08:10.600000,989.001042043596
cowichan,202,2023-06-01 00:04:09.510000,989.001042043600
cowichan,202,2023-06-01 00:15:47.590000,989.001042043605
cowichan,202,2023-06-01 05:00:08.990000,989.001042043608
cowichan,202,2023-06-02 06:45:04.980000,989.001042043612
cowichan,202,2023-06-01 00:04:52.050000,989.001042043613
cowichan,202,2023-06-01 14:26:41.940000,989.001042043618
cowichan,202,2023-06-01 12:26:33.520000,989.001042043621
cowichan,202,2023-05-31 22:42:03,989.001042043624
cowichan,202,2023-05-31 20:27:27,989.001042043625
cowichan,202,2023-05-31 23:50:28.920000,989.001042043626
cowichan,202,2023-06-01 00:51:06.340000,989.001042043627
cowichan,202,2023-06-01 07:52:43.240000,989.001042043633
cowichan,202,2023-05-31 23:55:45.400000,989.001042043645
cowichan,202,2023-06-01 10:42:06.160000,989.001042043657
cowichan,202,2023-05-31 01:47:44.590000,989.001042043658
cowichan,202,2023-06-12 02:51:40.620000,989.001042043661
cowichan,202,2023-05-31 04:38:53.070000,989.001042043669
cowichan,202,2023-05-31 00:18:23.210000,989.001042043672
cowichan,202,2023-06-01 11:39:52.050000,989.001042043674
cowichan,202,2023-06-01 01:24:52.360000,989.001042043679
cowichan,202,2023-05-31 03:06:29.040000,989.001042043682
cowichan,202,2023-05-31 02:42:03.900000,989.001042043686
cowichan,202,2023-05-31 14:05:27.580000,989.001042043690
cowichan,202,2023-05-31 01:17:29.990000,989.001042043693
cowichan,202,2023-05-30 15:47:53.340000,989.001042043698
cowichan,202,2023-05-31 09:14:38.770000,989.001042043701
cowichan,202,2023-05-31 00:54:54.630000,989.001042043707
cowichan,202,2023-06-01 20:56:32.560000,989.001042043711
cowichan,202,2023-06-02 01:06:45.450000,989.001042043737
cowichan,202,2023-05-30 23:19:18.220000,989.001042043744
cowichan,202,2023-05-31 18:51:19.260000,989.001042043745
cowichan,202,2023-05-31 00:56:45.940000,989.001042043751
cowichan,202,2023-05-10 20:04:04.910000,989.001042043956
cowichan,202,2023-05-10 11:48:19.080000,989.001042043965
cowichan,202,2023-05-10 10:36:14.030000,989.001042043988
cowichan,202,2023-05-10 11:09:34.130000,989.001042043995
cowichan,202,2023-05-10 09:43:30.840000,989.001042043996
cowichan,202,2023-05-10 18:09:17.950000,989.001042043999
cowichan,202,2023-05-11 06:10:28.730000,989.001042044022
cowichan,202,2023-05-10 17:10:33.940000,989.001042044023
cowichan,202,2023-05-10 17:10:35.580000,989.001042044024
cowichan,202,2023-05-10 18:36:25.440000,989.001042044041
cowichan,202,2023-05-10 10:02:55.150000,989.001042044049
cowichan,202,2023-06-01 11:40:59.020000,989.001042044053
cowichan,202,2023-05-31 11:44:05.990000,989.001042044057
cowichan,202,2023-05-31 03:38:38.710000,989.001042044058
cowichan,202,2023-05-31 20:57:29.350000,989.001042044061
cowichan,202,2023-05-31 11:27:27.280000,989.001042044065
cowichan,202,2023-05-31 01:12:16.870000,989.001042044067
cowichan,202,2023-05-31 11:23:34.570000,989.001042044079
cowichan,202,2023-05-31 02:43:02.920000,989.001042044088
cowichan,202,2023-05-31 05:01:46.820000,989.001042044090
cowichan,202,2023-05-31 11:14:44.580000,989.001042044091
cowichan,202,2023-05-31 05:10:43.040000,989.001042044093
cowichan,202,2023-05-31 00:49:26.610000,989.001042044096
cowichan,202,2023-05-31 04:13:59.730000,989.001042044103
cowichan,202,2023-05-31 16:07:47.760000,989.001042044110
cowichan,202,2023-05-31 00:13:07.630000,989.001042044116
cowichan,202,2023-05-30 15:52:49.320000,989.001042044118
cowichan,202,2023-05-31 11:24:04.780000,989.001042044120
cowichan,202,2023-05-31 14:40:18.270000,989.001042044121
cowichan,202,2023-05-31 03:26:39.490000,989.001042044133
cowichan,202,2023-06-02 10:19:51.820000,989.001042044137
cowichan,202,2023-06-01 01:19:06.320000,989.001042044140
cowichan,202,2023-05-31 14:33:26.800000,989.001042044143
cowichan,202,2023-05-31 14:28:27.200000,989.001042044146
cowichan,202,2023-05-31 05:03:06.780000,989.001042044147
cowichan,202,2023-06-01 05:30:33.240000,989.001042044148
cowichan,202,2023-06-01 02:58:34.320000,989.001042044255
