tagid,watershed,earliest_detect_date,source,species
989.001038904040,puntledge,2023-06-08 21:02:28.070000,hatch_tag,ck
989.001038904044,puntledge,2023-06-09 01:03:02.860000,hatch_tag,ck
989.001038904050,puntledge,2023-06-09 06:16:03.070000,hatch_tag,ck
989.001038904060,puntledge,2023-06-10 05:18:04.810000,hatch_tag,ck
989.001038904067,puntledge,2023-06-09 01:20:01.080000,hatch_tag,ck
989.001038904081,puntledge,2023-06-09 07:51:11.180000,hatch_tag,ck
989.001038904082,puntledge,2023-06-09 23:29:25,hatch_tag,ck
989.001038904113,puntledge,2023-06-09 10:23:10.610000,hatch_tag,ck
989.001038904122,puntledge,2023-06-09 05:14:40.620000,hatch_tag,ck
989.001038904127,puntledge,2023-06-08 13:03:02.390000,hatch_tag,ck
989.001038904131,puntledge,2023-06-09 01:02:47.980000,hatch_tag,ck
989.001038904141,puntledge,2023-06-09 02:03:31.420000,hatch_tag,ck
989.001038904150,puntledge,2023-06-08 23:27:16.980000,hatch_tag,ck
989.001038904160,puntledge,2023-06-08 18:29:38.990000,hatch_tag,ck
989.001038904208,puntledge,2023-06-09 07:22:37.760000,hatch_tag,ck
989.001038904219,puntledge,2023-06-09 06:22:21.890000,hatch_tag,ck
989.001038904220,puntledge,2023-06-08 14:25:00.840000,hatch_tag,ck
989.001038904225,puntledge,2023-06-09 01:16:48.410000,hatch_tag,ck
989.001038904226,puntledge,2023-06-09 02:41:24.980000,hatch_tag,ck
989.001038904234,puntledge,2023-06-09 19:32:05.520000,hatch_tag,ck
989.001038904237,puntledge,2023-06-09 12:15:17.780000,hatch_tag,ck
989.001038904243,puntledge,2023-06-08 21:27:27.980000,hatch_tag,ck
989.001038904263,puntledge,2023-06-09 00:18:58.570000,hatch_tag,ck
989.001038904264,puntledge,2023-06-11 02:22:01.210000,hatch_tag,ck
989.001039378617,englishman,2022-05-08 05:14:49.850000,river,co
989.001039720548,cowichan,2021-07-17 21:59:04.990000,river,rbt
989.001040918058,goldstream,2023-05-18 16:41:09.590000,hatch_tag,co
989.001040918060,goldstream,2023-05-14 21:35:58.320000,hatch_tag,co
989.001040918061,goldstream,2023-05-18 22:53:55.620000,hatch_tag,co
989.001040918063,goldstream,2023-05-16 22:46:03.230000,hatch_tag,co
989.001040918064,goldstream,2023-05-15 23:04:14.920000,hatch_tag,co
989.001040918065,goldstream,2023-05-14 23:24:35.970000,hatch_tag,co
989.001040918071,goldstream,2023-05-16 22:55:20.600000,hatch_tag,co
989.001040918072,goldstream,2023-05-16 21:28:00.440000,hatch_tag,co
989.001040918073,goldstream,2023-05-20 06:40:46.020000,hatch_tag,co
989.001040918074,goldstream,2023-05-17 05:36:48.470000,hatch_tag,co
989.001040918078,goldstream,2023-05-17 00:09:52.270000,hatch_tag,co
989.001040918080,goldstream,2023-05-14 23:08:29.900000,hatch_tag,co
989.001040918082,goldstream,2023-05-15 21:38:20.660000,hatch_tag,co
989.001040918083,goldstream,2023-05-17 05:22:48.260000,hatch_tag,co
989.001040918084,goldstream,2023-05-19 06:21:36.630000,hatch_tag,co
989.001040918085,goldstream,2023-05-15 23:00:32.020000,hatch_tag,co
989.001040918091,goldstream,2023-05-16 22:42:26.720000,hatch_tag,co
989.001040918092,goldstream,2023-05-15 00:27:59.240000,hatch_tag,co
989.001040918097,goldstream,2023-05-18 06:06:43.980000,hatch_tag,co
989.001040918102,goldstream,2023-05-14 22:53:37.260000,hatch_tag,co
989.001040918104,goldstream,2023-05-22 19:59:47.240000,hatch_tag,co
989.001040918105,goldstream,2023-05-17 05:29:50.720000,hatch_tag,co
989.001040918106,goldstream,2023-05-28 21:38:46.110000,hatch_tag,co
989.001040918107,goldstream,2023-05-15 00:27:24.400000,hatch_tag,co
989.001040918111,goldstream,2023-05-18 23:56:11.590000,hatch_tag,co
989.001040918113,goldstream,2023-05-13 22:16:30.770000,hatch_tag,co
989.001040918114,goldstream,2023-05-17 00:12:22.590000,hatch_tag,co
989.001040918116,goldstream,2023-05-16 21:50:01.110000,hatch_tag,co
989.001040918119,goldstream,2023-05-17 23:58:04.190000,hatch_tag,co
989.001040918120,goldstream,2023-05-17 05:30:06.920000,hatch_tag,co
989.001040918121,goldstream,2023-05-18 00:34:11.790000,hatch_tag,co
989.001040918129,goldstream,2023-05-20 06:27:16.140000,hatch_tag,co
989.001040918133,goldstream,2023-05-17 19:55:03.850000,hatch_tag,co
989.001040918139,goldstream,2023-05-14 21:33:31.650000,hatch_tag,co
989.001040918142,goldstream,2023-05-29 22:12:06.010000,hatch_tag,co
989.001040918143,goldstream,2023-05-17 05:35:04.480000,hatch_tag,co
989.001040918150,goldstream,2023-05-16 23:36:37.920000,hatch_tag,co
989.001040918153,goldstream,2023-05-17 21:06:37.080000,hatch_tag,co
989.001040918156,goldstream,2023-05-17 21:35:08.390000,hatch_tag,co
989.001040918160,goldstream,2023-05-16 23:51:21.200000,hatch_tag,co
989.001040918161,goldstream,2023-05-16 23:37:51.790000,hatch_tag,co
989.001040918166,goldstream,2023-05-20 18:09:17.310000,hatch_tag,co
989.001040918169,goldstream,2023-05-17 22:05:45.060000,hatch_tag,co
989.001040918172,goldstream,2023-05-14 22:11:11.970000,hatch_tag,co
989.001040918180,goldstream,2023-05-14 21:35:52.140000,hatch_tag,co
989.001040918182,goldstream,2023-05-18 16:22:52.930000,hatch_tag,co
989.001040918186,goldstream,2023-05-17 22:25:16.890000,hatch_tag,co
989.001040918188,goldstream,2023-05-16 00:05:09.800000,hatch_tag,co
989.001040918200,goldstream,2023-05-17 22:51:55.940000,hatch_tag,co
989.001040918205,goldstream,2023-05-14 04:59:55.620000,hatch_tag,co
989.001040918217,goldstream,2023-05-19 15:07:49.790000,hatch_tag,co
989.001040918225,goldstream,2023-05-15 22:31:50.540000,hatch_tag,co
989.001040918226,goldstream,2023-05-15 23:49:59.890000,hatch_tag,co
989.001040918227,goldstream,2023-05-29 00:46:01.500000,hatch_tag,co
989.001040918229,goldstream,2023-05-14 21:55:27.490000,hatch_tag,co
989.001040918230,goldstream,2023-05-16 11:28:24.650000,hatch_tag,co
989.001040918231,goldstream,2023-05-14 23:23:35.130000,hatch_tag,co
989.001040918240,goldstream,2023-05-17 16:27:43.910000,hatch_tag,co
989.001040918243,goldstream,2023-05-14 14:08:06.410000,hatch_tag,co
989.001040918246,goldstream,2023-05-15 22:30:17.140000,hatch_tag,co
989.001040918247,goldstream,2023-05-18 23:19:46.020000,hatch_tag,co
989.001040918248,goldstream,2023-05-14 21:19:44.540000,hatch_tag,co
989.001040918249,goldstream,2023-05-20 06:27:46.340000,hatch_tag,co
989.001040918251,goldstream,2023-05-14 11:33:53.130000,hatch_tag,co
989.001040918252,goldstream,2023-05-17 00:03:01.040000,hatch_tag,co
989.001040918254,goldstream,2023-05-16 22:31:22.620000,hatch_tag,co
989.001040918257,goldstream,2023-05-17 16:46:24.410000,hatch_tag,co
989.001040918259,goldstream,2023-05-17 00:13:49.320000,hatch_tag,co
989.001040918260,goldstream,2023-05-16 00:05:47.530000,hatch_tag,co
989.001040918262,goldstream,2023-05-15 14:51:52.520000,hatch_tag,co
989.001040918266,goldstream,2023-05-19 00:05:12.800000,hatch_tag,co
989.001040918269,goldstream,2023-05-16 22:04:25.750000,hatch_tag,co
989.001040918270,goldstream,2023-05-17 00:12:21.260000,hatch_tag,co
989.001040918271,goldstream,2023-05-18 16:40:30.580000,hatch_tag,co
989.001040918272,goldstream,2023-05-17 23:49:53.400000,hatch_tag,co
989.001040918273,goldstream,2023-05-15 22:55:02.510000,hatch_tag,co
989.001040918278,goldstream,2023-05-17 16:26:52.830000,hatch_tag,co
989.001040918279,goldstream,2023-05-14 21:30:59.080000,hatch_tag,co
989.001040918288,goldstream,2023-05-15 00:01:24.380000,hatch_tag,co
989.001040918292,goldstream,2023-05-27 22:01:31.710000,hatch_tag,co
989.001040918296,goldstream,2023-05-16 21:20:56.280000,hatch_tag,co
989.001040918298,goldstream,2023-05-14 23:54:39.130000,hatch_tag,co
989.001040918300,goldstream,2023-05-20 05:11:04.360000,hatch_tag,co
989.001040918303,goldstream,2023-05-28 21:45:43.980000,hatch_tag,co
989.001040918305,goldstream,2023-05-14 21:16:42.600000,hatch_tag,co
989.001040918309,goldstream,2023-05-16 21:37:25.560000,hatch_tag,co
989.001040918310,goldstream,2023-05-16 00:02:33.180000,hatch_tag,co
989.001040918316,goldstream,2023-05-14 21:37:39.040000,hatch_tag,co
989.001040918318,goldstream,2023-05-19 06:10:08.360000,hatch_tag,co
989.001040918319,goldstream,2023-05-15 00:18:37.580000,hatch_tag,co
989.001040918321,goldstream,2023-05-18 16:44:17.040000,hatch_tag,co
989.001040918322,goldstream,2023-05-18 00:03:43.770000,hatch_tag,co
989.001040918323,goldstream,2023-05-17 16:42:23.730000,hatch_tag,co
989.001040918324,goldstream,2023-05-15 22:05:09.380000,hatch_tag,co
989.001040918325,goldstream,2023-05-17 21:06:42.620000,hatch_tag,co
989.001040918330,goldstream,2023-05-24 04:54:26.740000,hatch_tag,co
989.001040918333,goldstream,2023-05-21 18:41:34.720000,hatch_tag,co
989.001040918339,goldstream,2023-05-28 22:45:46.570000,hatch_tag,co
989.001040918342,goldstream,2023-05-16 11:28:58.280000,hatch_tag,co
989.001040918343,goldstream,2023-05-18 00:43:00.170000,hatch_tag,co
989.001040918346,goldstream,2023-05-17 22:10:20.960000,hatch_tag,co
989.001040918351,goldstream,2023-05-17 22:41:09.570000,hatch_tag,co
989.001040918359,goldstream,2023-05-17 23:05:43.010000,hatch_tag,co
989.001040918364,goldstream,2023-05-16 11:28:46.380000,hatch_tag,co
989.001040918366,goldstream,2023-05-14 00:16:14.760000,hatch_tag,co
989.001040918369,goldstream,2023-05-17 23:15:56.230000,hatch_tag,co
989.001040918381,goldstream,2023-05-19 17:20:56.900000,hatch_tag,co
989.001040918382,goldstream,2023-05-14 23:24:50.300000,hatch_tag,co
989.001040918383,goldstream,2023-05-18 00:11:52.600000,hatch_tag,co
989.001040918390,goldstream,2023-05-19 17:03:43.690000,hatch_tag,co
989.001040918394,goldstream,2023-05-19 17:44:13.440000,hatch_tag,co
989.001040918399,goldstream,2023-05-15 21:17:47.350000,hatch_tag,co
989.001040918401,goldstream,2023-05-14 21:36:03.410000,hatch_tag,co
989.001040918405,goldstream,2023-05-27 04:41:00.950000,hatch_tag,co
989.001040918406,goldstream,2023-05-15 22:44:08.430000,hatch_tag,co
989.001040918411,goldstream,2023-05-16 22:57:41.730000,hatch_tag,co
989.001040918412,goldstream,2023-05-14 22:29:15.700000,hatch_tag,co
989.001040918419,goldstream,2023-05-19 06:24:19.220000,hatch_tag,co
989.001040918424,goldstream,2023-05-16 00:03:01.420000,hatch_tag,co
989.001040918427,goldstream,2023-05-16 00:08:25.990000,hatch_tag,co
989.001040918428,goldstream,2023-05-18 06:04:13.680000,hatch_tag,co
989.001040918430,goldstream,2023-05-18 05:50:25.060000,hatch_tag,co
989.001040918436,goldstream,2023-05-20 14:44:14.160000,hatch_tag,co
989.001040918439,goldstream,2023-05-17 06:32:35.260000,hatch_tag,co
989.001040918442,goldstream,2023-05-19 13:39:16.780000,hatch_tag,co
989.001040918444,goldstream,2023-05-18 05:56:44.550000,hatch_tag,co
989.001040918446,goldstream,2023-05-17 21:12:33.550000,hatch_tag,co
989.001040918447,goldstream,2023-05-17 22:54:50.590000,hatch_tag,co
989.001040918450,goldstream,2023-05-16 21:13:35.420000,hatch_tag,co
989.001040918457,goldstream,2023-05-15 21:15:13.710000,hatch_tag,co
989.001040918463,goldstream,2023-05-19 07:13:15.070000,hatch_tag,co
989.001040918465,goldstream,2023-05-17 00:47:36.830000,hatch_tag,co
989.001040918468,goldstream,2023-05-27 22:00:25.550000,hatch_tag,co
989.001040918469,goldstream,2023-05-16 23:35:10.530000,hatch_tag,co
989.001040918470,goldstream,2023-05-14 22:08:02.130000,hatch_tag,co
989.001040918473,goldstream,2023-05-19 00:18:20.620000,hatch_tag,co
989.001040918474,goldstream,2023-05-16 00:20:31.450000,hatch_tag,co
989.001040918478,goldstream,2023-05-18 22:31:33.790000,hatch_tag,co
989.001040918479,goldstream,2023-05-18 00:22:58.220000,hatch_tag,co
989.001040918482,goldstream,2023-05-18 05:59:04.140000,hatch_tag,co
989.001040918483,goldstream,2023-05-15 21:34:54.590000,hatch_tag,co
989.001040918484,goldstream,2023-05-16 22:41:00.540000,hatch_tag,co
989.001040918487,goldstream,2023-05-14 21:11:57.550000,hatch_tag,co
989.001040918488,goldstream,2023-05-21 06:37:14.150000,hatch_tag,co
989.001040918491,goldstream,2023-05-20 12:58:33.220000,hatch_tag,co
989.001040918492,goldstream,2023-05-14 22:44:26.080000,hatch_tag,co
989.001040918495,goldstream,2023-05-16 21:31:41.200000,hatch_tag,co
989.001040918499,goldstream,2023-05-15 22:47:48.790000,hatch_tag,co
989.001040918500,goldstream,2023-05-17 21:22:12.240000,hatch_tag,co
989.001040918507,goldstream,2023-05-19 15:07:40.760000,hatch_tag,co
989.001040918510,goldstream,2023-05-14 21:28:07.360000,hatch_tag,co
989.001040918512,goldstream,2023-05-17 22:53:03.680000,hatch_tag,co
989.001040918513,goldstream,2023-05-15 23:36:44.060000,hatch_tag,co
989.001040918517,goldstream,2023-05-28 21:47:46.840000,hatch_tag,co
989.001040918522,goldstream,2023-05-14 23:25:49.920000,hatch_tag,co
989.001040918525,goldstream,2023-05-16 21:16:36.210000,hatch_tag,co
989.001040918526,goldstream,2023-05-19 17:45:28.010000,hatch_tag,co
989.001040918529,goldstream,2023-05-14 21:46:43.500000,hatch_tag,co
989.001040918530,goldstream,2023-05-15 23:22:16.730000,hatch_tag,co
989.001040918531,goldstream,2023-05-20 10:21:51.230000,hatch_tag,co
989.001040918532,goldstream,2023-05-14 21:16:38.070000,hatch_tag,co
989.001040918536,goldstream,2023-05-14 21:14:23.390000,hatch_tag,co
989.001040918538,goldstream,2023-05-17 21:18:29.960000,hatch_tag,co
989.001040918541,goldstream,2023-05-16 23:48:21.630000,hatch_tag,co
989.001040918547,goldstream,2023-05-19 17:40:01.980000,hatch_tag,co
989.001040918553,goldstream,2023-05-14 23:33:07.990000,hatch_tag,co
989.001040918556,goldstream,2023-05-20 06:16:22.370000,hatch_tag,co
989.001040918557,goldstream,2023-05-14 14:08:03.860000,hatch_tag,co
989.001040918558,goldstream,2023-05-16 21:28:20.270000,hatch_tag,co
989.001040918559,goldstream,2023-05-22 08:04:57,hatch_tag,co
989.001040918562,goldstream,2023-05-19 07:15:12.830000,hatch_tag,co
989.001040918565,goldstream,2023-05-16 12:15:17.510000,hatch_tag,co
989.001040918566,goldstream,2023-05-17 23:41:57.360000,hatch_tag,co
989.001040918568,goldstream,2023-05-14 11:58:42.880000,hatch_tag,co
989.001040918569,goldstream,2023-05-15 23:51:15.890000,hatch_tag,co
989.001040918571,goldstream,2023-05-16 23:50:31.060000,hatch_tag,co
989.001040918573,goldstream,2023-05-17 21:08:32.480000,hatch_tag,co
989.001040918581,goldstream,2023-05-19 17:34:19.370000,hatch_tag,co
989.001040918590,goldstream,2023-05-18 06:05:55.310000,hatch_tag,co
989.001040918592,goldstream,2023-05-17 00:02:44.300000,hatch_tag,co
989.001040918594,goldstream,2023-05-15 23:52:34.370000,hatch_tag,co
989.001040918598,goldstream,2023-05-18 05:56:49.260000,hatch_tag,co
989.001040918605,goldstream,2023-05-15 21:13:12.200000,hatch_tag,co
989.001040918606,goldstream,2023-05-15 22:34:27.680000,hatch_tag,co
989.001040918608,goldstream,2023-05-16 21:38:15.690000,hatch_tag,co
989.001040918619,goldstream,2023-05-16 22:49:52.920000,hatch_tag,co
989.001040918622,goldstream,2023-05-15 23:22:31.740000,hatch_tag,co
989.001040918627,goldstream,2023-05-17 06:32:54.180000,hatch_tag,co
989.001040918628,goldstream,2023-05-17 16:38:04.890000,hatch_tag,co
989.001040918630,goldstream,2023-05-14 21:08:21.550000,hatch_tag,co
989.001040918633,goldstream,2023-05-15 21:23:27.940000,hatch_tag,co
989.001040918635,goldstream,2023-05-17 21:18:32.200000,hatch_tag,co
989.001040918636,goldstream,2023-05-17 00:15:02.630000,hatch_tag,co
989.001040918638,goldstream,2023-05-20 06:41:39.450000,hatch_tag,co
989.001040918645,goldstream,2023-05-19 00:37:19.650000,hatch_tag,co
989.001040918646,goldstream,2023-05-18 23:58:13.080000,hatch_tag,co
989.001040918650,goldstream,2023-05-20 06:25:23.430000,hatch_tag,co
989.001040918654,goldstream,2023-05-15 23:53:25.800000,hatch_tag,co
989.001040918660,goldstream,2023-05-18 23:20:46.850000,hatch_tag,co
989.001040918662,goldstream,2023-05-17 21:14:32.640000,hatch_tag,co
989.001040918663,goldstream,2023-05-19 17:14:13.180000,hatch_tag,co
989.001040918664,goldstream,2023-05-17 16:46:14.580000,hatch_tag,co
989.001040918667,goldstream,2023-05-17 21:17:49.570000,hatch_tag,co
989.001040918668,goldstream,2023-05-17 05:37:26.040000,hatch_tag,co
989.001040918670,goldstream,2023-05-15 23:10:51.250000,hatch_tag,co
989.001040918672,goldstream,2023-05-28 22:45:24.340000,hatch_tag,co
989.001040918674,goldstream,2023-05-14 21:48:44.100000,hatch_tag,co
989.001040918677,goldstream,2023-05-14 21:11:40.050000,hatch_tag,co
989.001040918682,goldstream,2023-05-14 21:49:00.710000,hatch_tag,co
989.001040918685,goldstream,2023-05-17 00:31:07.070000,hatch_tag,co
989.001040918689,goldstream,2023-05-16 23:39:51.370000,hatch_tag,co
989.001040918693,goldstream,2023-05-15 21:25:56.230000,hatch_tag,co
989.001040918701,goldstream,2023-05-17 00:10:45.180000,hatch_tag,co
989.001040918708,goldstream,2023-05-13 22:26:48.070000,hatch_tag,co
989.001040918710,goldstream,2023-05-15 22:24:10.340000,hatch_tag,co
989.001040918711,goldstream,2023-05-17 21:13:11.660000,hatch_tag,co
989.001040918718,goldstream,2023-05-16 21:40:40.400000,hatch_tag,co
989.001040918719,goldstream,2023-05-15 22:52:55.910000,hatch_tag,co
989.001040918722,goldstream,2023-06-04 05:09:07.390000,hatch_tag,co
989.001040918724,goldstream,2023-05-14 21:17:04.410000,hatch_tag,co
989.001040918725,goldstream,2023-05-18 00:19:53.400000,hatch_tag,co
989.001040918729,goldstream,2023-05-14 23:33:14.150000,hatch_tag,co
989.001040918734,goldstream,2023-05-16 21:12:43.120000,hatch_tag,co
989.001040918735,goldstream,2023-05-18 23:03:45.150000,hatch_tag,co
989.001040918739,goldstream,2023-05-21 06:22:25.030000,hatch_tag,co
989.001040918740,goldstream,2023-05-15 21:53:00.730000,hatch_tag,co
989.001040918741,goldstream,2023-05-17 16:45:33.270000,hatch_tag,co
989.001040918742,goldstream,2023-05-17 21:18:12.110000,hatch_tag,co
989.001040918743,goldstream,2023-05-16 22:19:16.980000,hatch_tag,co
989.001040918744,goldstream,2023-05-16 21:13:22.720000,hatch_tag,co
989.001040918749,goldstream,2023-05-17 16:28:53.080000,hatch_tag,co
989.001040918753,goldstream,2023-05-12 23:26:32.690000,hatch_tag,co
989.001040918755,goldstream,2023-05-15 21:18:22.330000,hatch_tag,co
989.001040918756,goldstream,2023-05-15 22:14:03.990000,hatch_tag,co
989.001040918759,goldstream,2023-05-16 21:56:43.530000,hatch_tag,co
989.001040918760,goldstream,2023-05-15 23:52:38.040000,hatch_tag,co
989.001040918761,goldstream,2023-05-15 23:31:08,hatch_tag,co
989.001040918762,goldstream,2023-05-16 21:12:17.770000,hatch_tag,co
989.001040918763,goldstream,2023-05-16 22:44:36.710000,hatch_tag,co
989.001040918771,goldstream,2023-05-17 00:16:52.640000,hatch_tag,co
989.001040918774,goldstream,2023-05-28 21:32:33.680000,hatch_tag,co
989.001040918776,goldstream,2023-05-17 21:48:59.550000,hatch_tag,co
989.001040918782,goldstream,2023-05-16 21:26:15.680000,hatch_tag,co
989.001040918788,goldstream,2023-05-15 22:53:45.760000,hatch_tag,co
989.001040918795,goldstream,2023-05-21 06:37:29.640000,hatch_tag,co
989.001040918796,goldstream,2023-05-17 16:28:54.660000,hatch_tag,co
989.001040918797,goldstream,2023-05-17 00:31:10.780000,hatch_tag,co
989.001040918802,goldstream,2023-05-17 21:41:21.290000,hatch_tag,co
989.001040918807,goldstream,2023-05-14 23:29:32.300000,hatch_tag,co
989.001040918812,goldstream,2023-05-26 21:39:27.840000,hatch_tag,co
989.001040918816,goldstream,2023-05-14 23:17:54.210000,hatch_tag,co
989.001040918824,goldstream,2023-05-28 21:34:32.660000,hatch_tag,co
989.001040918825,goldstream,2023-05-14 23:45:02.290000,hatch_tag,co
989.001040918829,goldstream,2023-05-14 23:28:20.050000,hatch_tag,co
989.001040918830,goldstream,2023-05-16 11:28:58.780000,hatch_tag,co
989.001040918831,goldstream,2023-05-23 20:45:22.240000,hatch_tag,co
989.001040918834,goldstream,2023-05-18 05:57:01.930000,hatch_tag,co
989.001040918835,goldstream,2023-05-14 23:03:27.020000,hatch_tag,co
989.001040918836,goldstream,2023-05-17 00:25:55.480000,hatch_tag,co
989.001040918838,goldstream,2023-05-17 21:36:20.390000,hatch_tag,co
989.001040918840,goldstream,2023-05-16 00:06:57.070000,hatch_tag,co
989.001040918844,goldstream,2023-05-15 23:48:05.800000,hatch_tag,co
989.001040918845,goldstream,2023-05-15 22:48:13.790000,hatch_tag,co
989.001040918846,goldstream,2023-05-18 06:12:40.890000,hatch_tag,co
989.001040918848,goldstream,2023-05-17 05:27:33.910000,hatch_tag,co
989.001040918849,goldstream,2023-05-19 05:55:06.420000,hatch_tag,co
989.001040918852,goldstream,2023-05-17 23:33:52.290000,hatch_tag,co
989.001040918857,goldstream,2023-05-15 00:02:57.410000,hatch_tag,co
989.001040918858,goldstream,2023-05-15 05:19:42.130000,hatch_tag,co
989.001040918860,goldstream,2023-05-14 21:13:01.670000,hatch_tag,co
989.001040918862,goldstream,2023-05-12 21:51:03.640000,hatch_tag,co
989.001040918863,goldstream,2023-05-18 22:56:22.130000,hatch_tag,co
989.001040918864,goldstream,2023-05-16 21:15:36.150000,hatch_tag,co
989.001040918874,goldstream,2023-05-16 23:23:17.310000,hatch_tag,co
989.001040918875,goldstream,2023-05-17 00:11:52.800000,hatch_tag,co
989.001040918881,goldstream,2023-05-13 22:11:31.540000,hatch_tag,co
989.001040918882,goldstream,2023-05-15 23:28:47.780000,hatch_tag,co
989.001040918884,goldstream,2023-05-17 00:36:14.930000,hatch_tag,co
989.001040918887,goldstream,2023-05-18 06:11:56.930000,hatch_tag,co
989.001040918888,goldstream,2023-05-14 21:36:49.820000,hatch_tag,co
989.001040918892,goldstream,2023-05-19 07:13:14.660000,hatch_tag,co
989.001040918893,goldstream,2023-05-16 23:50:05.640000,hatch_tag,co
989.001040918897,goldstream,2023-05-30 22:16:06.750000,hatch_tag,co
989.001040918898,goldstream,2023-05-15 23:40:19.030000,hatch_tag,co
989.001040918902,goldstream,2023-05-14 22:39:49.470000,hatch_tag,co
989.001040918903,goldstream,2023-05-17 00:39:03.460000,hatch_tag,co
989.001040918904,goldstream,2023-05-14 22:48:25.370000,hatch_tag,co
989.001040918910,goldstream,2023-05-15 23:25:57.130000,hatch_tag,co
989.001040918912,goldstream,2023-05-22 20:06:26.010000,hatch_tag,co
989.001040918913,goldstream,2023-05-23 03:01:45.530000,hatch_tag,co
989.001040918915,goldstream,2023-05-14 22:41:27.830000,hatch_tag,co
989.001040918923,goldstream,2023-05-14 21:27:41.260000,hatch_tag,co
989.001040918924,goldstream,2023-05-17 21:21:34.910000,hatch_tag,co
989.001040918933,goldstream,2023-05-21 06:38:28.120000,hatch_tag,co
989.001040918935,goldstream,2023-05-14 23:39:39.200000,hatch_tag,co
989.001040918938,goldstream,2023-05-19 15:08:39.370000,hatch_tag,co
989.001040918943,goldstream,2023-05-16 21:37:02.610000,hatch_tag,co
989.001040918948,goldstream,2023-05-17 21:24:00.510000,hatch_tag,co
989.001040918949,goldstream,2023-05-16 21:42:01.690000,hatch_tag,co
989.001040918954,goldstream,2023-05-16 21:17:43.090000,hatch_tag,co
989.001040918966,goldstream,2023-05-17 19:15:00.870000,hatch_tag,co
989.001040918967,goldstream,2023-05-15 21:33:57.700000,hatch_tag,co
989.001040918969,goldstream,2023-05-16 22:18:53.560000,hatch_tag,co
989.001040918975,goldstream,2023-06-10 02:43:50.850000,hatch_tag,co
989.001040918976,goldstream,2023-05-17 00:13:36.850000,hatch_tag,co
989.001040918977,goldstream,2023-05-19 17:26:34.980000,hatch_tag,co
989.001040918978,goldstream,2023-05-17 16:48:39.950000,hatch_tag,co
989.001040918979,goldstream,2023-05-28 21:34:56.520000,hatch_tag,co
989.001040918983,goldstream,2023-05-15 22:29:25.760000,hatch_tag,co
989.001040918985,goldstream,2023-05-18 00:35:00.230000,hatch_tag,co
989.001040918990,goldstream,2023-05-17 05:22:47.810000,hatch_tag,co
989.001040918993,goldstream,2023-05-20 06:40:38.450000,hatch_tag,co
989.001040918994,goldstream,2023-05-28 22:43:42.060000,hatch_tag,co
989.001040918995,goldstream,2023-05-14 21:13:49.500000,hatch_tag,co
989.001040918996,goldstream,2023-05-16 12:15:14.820000,hatch_tag,co
989.001040918997,goldstream,2023-05-17 16:28:44.670000,hatch_tag,co
989.001040919001,goldstream,2023-05-20 06:13:21.310000,hatch_tag,co
989.001040919006,goldstream,2023-05-15 05:23:09.760000,hatch_tag,co
989.001040919014,goldstream,2023-05-16 23:35:11.040000,hatch_tag,co
989.001040919017,goldstream,2023-05-16 11:28:17.560000,hatch_tag,co
989.001040919025,goldstream,2023-05-14 21:38:45.800000,hatch_tag,co
989.001040919031,goldstream,2023-05-16 21:42:57.860000,hatch_tag,co
989.001040919032,goldstream,2023-05-14 14:08:05.100000,hatch_tag,co
989.001040919033,goldstream,2023-05-26 21:41:45.360000,hatch_tag,co
989.001040919035,goldstream,2023-05-14 21:55:03.050000,hatch_tag,co
989.001040919038,goldstream,2023-05-15 22:25:06.630000,hatch_tag,co
989.001040919042,goldstream,2023-05-14 21:30:14.490000,hatch_tag,co
989.001040919046,goldstream,2023-05-16 22:51:30.650000,hatch_tag,co
989.001040919047,goldstream,2023-05-17 22:37:37.960000,hatch_tag,co
989.001040919048,goldstream,2023-05-16 21:13:23.780000,hatch_tag,co
989.001040919052,goldstream,2023-06-12 03:56:40.610000,hatch_tag,co
989.001040919054,goldstream,2023-05-20 06:40:38.100000,hatch_tag,co
989.001040919059,goldstream,2023-05-16 21:21:01.250000,hatch_tag,co
989.001040919060,goldstream,2023-05-16 00:31:19.330000,hatch_tag,co
989.001040919061,goldstream,2023-05-15 22:09:42.980000,hatch_tag,co
989.001040919067,goldstream,2023-05-17 16:43:52.300000,hatch_tag,co
989.001040919069,goldstream,2023-05-17 20:45:49.280000,hatch_tag,co
989.001040919071,goldstream,2023-05-18 00:32:19.060000,hatch_tag,co
989.001040919072,goldstream,2023-05-23 09:01:09.670000,hatch_tag,co
989.001040919073,goldstream,2023-05-14 22:58:22.980000,hatch_tag,co
989.001040919077,goldstream,2023-05-14 21:49:32.210000,hatch_tag,co
989.001040919079,goldstream,2023-05-17 00:00:58.290000,hatch_tag,co
989.001040919081,goldstream,2023-05-14 23:10:44.100000,hatch_tag,co
989.001040919082,goldstream,2023-05-18 00:03:56.530000,hatch_tag,co
989.001040919086,goldstream,2023-05-17 22:15:35.260000,hatch_tag,co
989.001040919089,goldstream,2023-05-16 21:49:53.130000,hatch_tag,co
989.001040919096,goldstream,2023-05-17 21:21:27.730000,hatch_tag,co
989.001040919101,goldstream,2023-05-14 21:18:19.280000,hatch_tag,co
989.001040919103,goldstream,2023-05-16 22:14:54.510000,hatch_tag,co
989.001040919106,goldstream,2023-05-15 23:33:31.490000,hatch_tag,co
989.001040919107,goldstream,2023-05-14 23:35:30.760000,hatch_tag,co
