tagid,watershed,earliest_detect_date,source,species
989.001038868198,englishman,2022-05-08 22:18:47.370000,river,co
989.001038868201,englishman,2022-05-07 06:19:46.730000,river,co
989.001038868203,englishman,2022-05-08 13:53:07.490000,river,co
989.001038868213,englishman,2022-05-12 05:42:53.620000,river,co
989.001038868217,englishman,2022-05-10 12:16:53.040000,river,co
989.001038869038,englishman,2022-04-18 19:51:30.230000,river,rbt
989.001038869039,englishman,2022-05-03 15:07:59.310000,river,ct
989.001038869060,englishman,2022-07-09 22:24:22.080000,river,rbt
989.001038869068,englishman,2022-05-19 20:21:19.250000,river,rbt
989.001038869096,englishman,2022-04-30 02:58:03.470000,river,co
989.001038874338,nanaimo,2023-06-26 02:48:50.710000,hatch_tag,ck
989.001038874340,nanaimo,2023-06-29 20:05:01.900000,hatch_tag,ck
989.001038874341,nanaimo,2023-06-10 06:44:57.780000,hatch_tag,ck
989.001038874345,nanaimo,2023-06-10 07:31:59.180000,hatch_tag,ck
989.001038874350,nanaimo,2023-06-10 06:42:31.560000,hatch_tag,ck
989.001038874352,nanaimo,2023-06-10 17:04:44.420000,hatch_tag,ck
989.001038874355,nanaimo,2023-06-23 19:12:15.230000,hatch_tag,ck
989.001038874357,nanaimo,2023-07-09 20:59:52.330000,hatch_tag,ck
989.001038874368,nanaimo,2023-06-12 09:21:39.950000,hatch_tag,ck
989.001038874373,nanaimo,2023-06-12 18:18:16.600000,hatch_tag,ck
989.001038874375,nanaimo,2023-06-28 15:27:36.120000,hatch_tag,ck
989.001038874378,nanaimo,2023-06-17 02:04:29.990000,hatch_tag,ck
989.001038874379,nanaimo,2023-06-27 10:29:05.080000,hatch_tag,ck
989.001038874385,nanaimo,2023-07-01 18:38:05.880000,hatch_tag,ck
989.001038874389,nanaimo,2023-06-17 17:15:42.590000,hatch_tag,ck
989.001038874392,nanaimo,2023-06-16 03:28:37.930000,hatch_tag,ck
989.001038874397,nanaimo,2023-06-25 04:15:34.330000,hatch_tag,ck
989.001038874400,nanaimo,2023-06-27 12:33:50.570000,hatch_tag,ck
989.001038874402,nanaimo,2023-06-10 04:02:03.320000,hatch_tag,ck
989.001038874410,nanaimo,2023-06-22 06:35:24.400000,hatch_tag,ck
989.001038874415,nanaimo,2023-06-10 04:33:08.460000,hatch_tag,ck
989.001038874417,nanaimo,2023-06-10 03:03:20.810000,hatch_tag,ck
989.001038874421,nanaimo,2023-06-09 23:52:25.730000,hatch_tag,ck
989.001038874428,nanaimo,2023-06-28 15:39:48.200000,hatch_tag,ck
989.001038874432,nanaimo,2023-06-10 20:25:16.620000,hatch_tag,ck
989.001038874437,nanaimo,2023-06-12 12:03:38.720000,hatch_tag,ck
989.001038874449,nanaimo,2023-06-21 23:50:02.730000,hatch_tag,ck
989.001038874452,nanaimo,2023-06-11 02:13:51.350000,hatch_tag,ck
989.001038874453,nanaimo,2023-06-12 10:50:41.070000,hatch_tag,ck
989.001038874455,nanaimo,2023-06-11 20:19:32.350000,hatch_tag,ck
989.001038874456,nanaimo,2023-06-18 22:46:47.020000,hatch_tag,ck
989.001038874460,nanaimo,2023-06-22 19:25:20.140000,hatch_tag,ck
989.001038874466,nanaimo,2023-06-24 14:08:24.690000,hatch_tag,ck
989.001038874470,nanaimo,2023-06-10 06:14:34.560000,hatch_tag,ck
989.001038874471,nanaimo,2023-06-24 17:32:10.050000,hatch_tag,ck
989.001038874473,nanaimo,2023-06-27 17:20:23.210000,hatch_tag,ck
989.001038874474,nanaimo,2023-06-10 01:18:53.350000,hatch_tag,ck
989.001038874481,nanaimo,2023-07-07 12:34:06.410000,hatch_tag,ck
989.001038874483,nanaimo,2023-06-11 17:03:51.650000,hatch_tag,ck
989.001038874486,nanaimo,2023-06-13 18:02:11.870000,hatch_tag,ck
989.001038874492,nanaimo,2023-06-16 15:41:57.100000,hatch_tag,ck
989.001038874499,nanaimo,2023-06-12 19:20:07.160000,hatch_tag,ck
989.001038874502,nanaimo,2023-06-24 15:26:51.800000,hatch_tag,ck
989.001038874506,nanaimo,2023-06-29 22:36:10.260000,hatch_tag,ck
989.001038874513,nanaimo,2023-06-10 00:45:38,hatch_tag,ck
989.001038874515,nanaimo,2023-06-10 10:12:51.650000,hatch_tag,ck
989.001038874517,nanaimo,2023-06-24 16:07:26.340000,hatch_tag,ck
989.001038874521,nanaimo,2023-06-10 15:01:25.830000,hatch_tag,ck
989.001038874522,nanaimo,2023-06-12 16:18:21.800000,hatch_tag,ck
989.001038874523,nanaimo,2023-06-10 02:42:04.330000,hatch_tag,ck
989.001038874528,nanaimo,2023-06-14 10:07:58.170000,hatch_tag,ck
989.001038874531,nanaimo,2023-07-03 13:18:05.080000,hatch_tag,ck
989.001038874532,nanaimo,2023-06-09 23:45:45.760000,hatch_tag,ck
989.001038874541,nanaimo,2023-06-10 03:40:56.830000,hatch_tag,ck
989.001038874544,nanaimo,2023-06-10 03:50:01.980000,hatch_tag,ck
989.001038874546,nanaimo,2023-06-13 09:55:00.740000,hatch_tag,ck
989.001038874551,nanaimo,2023-07-10 02:36:16.320000,hatch_tag,ck
989.001038874554,nanaimo,2023-06-10 07:02:48.720000,hatch_tag,ck
989.001038874556,nanaimo,2023-06-26 17:25:56.070000,hatch_tag,ck
989.001038874562,nanaimo,2023-06-14 03:52:40.280000,hatch_tag,ck
989.001038874563,nanaimo,2023-06-10 22:14:39.660000,hatch_tag,ck
989.001038874573,nanaimo,2023-06-10 02:56:19.430000,hatch_tag,ck
989.001038874579,nanaimo,2023-06-13 10:13:12.280000,hatch_tag,ck
989.001038874581,nanaimo,2023-06-13 10:14:07.680000,hatch_tag,ck
989.001038874584,nanaimo,2023-06-13 03:02:54.540000,hatch_tag,ck
989.001038874587,nanaimo,2023-06-26 23:18:44.220000,hatch_tag,ck
989.001038874591,nanaimo,2023-06-12 18:37:58.600000,hatch_tag,ck
989.001038874593,nanaimo,2023-06-12 09:23:14.740000,hatch_tag,ck
989.001038874594,nanaimo,2023-06-26 18:37:36.750000,hatch_tag,ck
989.001038874596,nanaimo,2023-06-10 00:38:23.110000,hatch_tag,ck
989.001038874600,nanaimo,2023-06-18 15:16:19.360000,hatch_tag,ck
989.001038874611,nanaimo,2023-06-10 11:54:00.510000,hatch_tag,ck
989.001038874612,nanaimo,2023-06-17 07:04:20.390000,hatch_tag,ck
989.001038874616,nanaimo,2023-06-26 14:32:25.560000,hatch_tag,ck
989.001038874634,nanaimo,2023-06-10 06:24:55.810000,hatch_tag,ck
989.001038874649,nanaimo,2023-06-10 04:02:56.530000,hatch_tag,ck
989.001038874653,nanaimo,2023-07-01 00:51:25.280000,hatch_tag,ck
989.001038874663,nanaimo,2023-06-26 14:08:44.620000,hatch_tag,ck
989.001038874665,nanaimo,2023-06-11 19:15:40.350000,hatch_tag,ck
989.001038874668,nanaimo,2023-06-10 03:52:19.850000,hatch_tag,ck
989.001038874669,nanaimo,2023-07-03 09:52:20.550000,hatch_tag,ck
989.001038874675,nanaimo,2023-06-10 09:25:37.050000,hatch_tag,ck
989.001038874676,nanaimo,2023-06-24 17:32:54.540000,hatch_tag,ck
989.001038874678,nanaimo,2023-06-12 17:31:12.500000,hatch_tag,ck
989.001038874685,nanaimo,2023-06-28 06:45:47.440000,hatch_tag,ck
989.001038874689,nanaimo,2023-07-09 09:53:02.320000,hatch_tag,ck
989.001038874697,nanaimo,2023-06-12 17:04:29.120000,hatch_tag,ck
989.001038874704,nanaimo,2023-06-30 18:30:39.310000,hatch_tag,ck
989.001038874706,nanaimo,2023-06-17 05:43:49.550000,hatch_tag,ck
989.001038874713,nanaimo,2023-06-14 19:52:51.450000,hatch_tag,ck
989.001038874732,nanaimo,2023-06-18 06:41:51.890000,hatch_tag,ck
989.001038874735,nanaimo,2023-07-02 22:32:35.410000,hatch_tag,ck
989.001038874740,nanaimo,2023-06-14 16:55:45.830000,hatch_tag,ck
989.001038874744,nanaimo,2023-06-24 13:00:38.980000,hatch_tag,ck
989.001038874747,nanaimo,2023-06-19 11:11:29.180000,hatch_tag,ck
989.001038874749,nanaimo,2023-06-22 20:23:26.650000,hatch_tag,ck
989.001038874754,nanaimo,2023-06-10 03:09:30.040000,hatch_tag,ck
989.001038874755,nanaimo,2023-06-10 03:42:45.530000,hatch_tag,ck
989.001038874758,nanaimo,2023-06-10 06:00:00.960000,hatch_tag,ck
989.001038874760,nanaimo,2023-06-15 16:51:09.180000,hatch_tag,ck
989.001038874764,nanaimo,2023-06-10 03:12:36.300000,hatch_tag,ck
989.001038874768,nanaimo,2023-06-12 18:54:31.890000,hatch_tag,ck
989.001038874772,nanaimo,2023-06-28 06:15:40.940000,hatch_tag,ck
989.001038874773,nanaimo,2023-06-12 09:24:37.710000,hatch_tag,ck
989.001038874776,nanaimo,2023-06-28 19:09:49.100000,hatch_tag,ck
989.001038874786,nanaimo,2023-06-10 09:51:50.450000,hatch_tag,ck
989.001038874788,nanaimo,2023-06-25 07:34:31.960000,hatch_tag,ck
989.001038874798,nanaimo,2023-06-26 22:15:48.810000,hatch_tag,ck
989.001038874800,nanaimo,2023-06-12 09:19:02.440000,hatch_tag,ck
989.001038874801,nanaimo,2023-06-10 11:09:58.760000,hatch_tag,ck
989.001038874813,nanaimo,2023-06-26 15:35:32.110000,hatch_tag,ck
989.001038874814,nanaimo,2023-06-29 10:42:28.370000,hatch_tag,ck
989.001038874817,nanaimo,2023-06-12 09:35:09.650000,hatch_tag,ck
989.001038874824,nanaimo,2023-06-24 10:00:30.420000,hatch_tag,ck
989.001038874826,nanaimo,2023-06-12 09:21:19.010000,hatch_tag,ck
989.001038874829,nanaimo,2023-06-28 13:05:27.220000,hatch_tag,ck
989.001038874833,nanaimo,2023-06-11 15:23:44.090000,hatch_tag,ck
989.001038874846,nanaimo,2023-06-10 06:22:54.820000,hatch_tag,ck
989.001038874868,nanaimo,2023-07-07 05:12:54.400000,hatch_tag,ck
989.001038874879,nanaimo,2023-06-23 16:32:28.520000,hatch_tag,ck
989.001038874886,nanaimo,2023-06-10 09:26:59.720000,hatch_tag,ck
989.001038874891,nanaimo,2023-06-10 06:34:51.020000,hatch_tag,ck
989.001038874899,nanaimo,2023-06-10 05:59:22.720000,hatch_tag,ck
989.001038874901,nanaimo,2023-07-03 23:37:05.640000,hatch_tag,ck
989.001038874907,nanaimo,2023-06-13 10:31:29.610000,hatch_tag,ck
989.001038874913,nanaimo,2023-06-14 15:34:07.070000,hatch_tag,ck
989.001038874917,nanaimo,2023-06-12 19:29:16.170000,hatch_tag,ck
989.001038874927,nanaimo,2023-06-10 03:20:46.270000,hatch_tag,ck
989.001038874945,nanaimo,2023-06-12 18:45:09.760000,hatch_tag,ck
989.001038874946,nanaimo,2023-06-12 11:14:31.340000,hatch_tag,ck
989.001038874947,nanaimo,2023-06-24 16:15:03.940000,hatch_tag,ck
989.001038874949,nanaimo,2023-06-12 09:22:51.700000,hatch_tag,ck
989.001038874956,nanaimo,2023-06-29 14:15:08.660000,hatch_tag,ck
989.001038874960,nanaimo,2023-06-10 02:27:49.920000,hatch_tag,ck
989.001038874961,nanaimo,2023-06-09 23:32:17.400000,hatch_tag,ck
989.001038874966,nanaimo,2023-06-10 00:01:42.230000,hatch_tag,ck
989.001038874974,nanaimo,2023-06-18 14:33:44.170000,hatch_tag,ck
989.001038874984,nanaimo,2023-06-09 23:38:48.790000,hatch_tag,ck
989.001038874988,nanaimo,2023-06-27 17:08:53.910000,hatch_tag,ck
989.001038874999,nanaimo,2023-06-26 03:11:11.240000,hatch_tag,ck
989.001038875000,nanaimo,2023-06-10 11:27:13.090000,hatch_tag,ck
989.001038875002,nanaimo,2023-06-27 20:11:31.280000,hatch_tag,ck
989.001038875003,nanaimo,2023-06-12 14:09:36.360000,hatch_tag,ck
989.001038875009,nanaimo,2023-06-14 14:31:48.780000,hatch_tag,ck
989.001038875017,nanaimo,2023-06-10 04:15:22.860000,hatch_tag,ck
989.001038875019,nanaimo,2023-06-13 00:16:42.760000,hatch_tag,ck
989.001038875020,nanaimo,2023-06-10 06:50:32.270000,hatch_tag,ck
989.001038875023,nanaimo,2023-06-10 01:31:58.860000,hatch_tag,ck
989.001038875026,nanaimo,2023-06-25 14:49:19.880000,hatch_tag,ck
989.001038875030,nanaimo,2023-06-19 23:36:53.920000,hatch_tag,ck
989.001038875034,nanaimo,2023-06-18 17:53:42.470000,hatch_tag,ck
989.001038875035,nanaimo,2023-06-19 23:49:58.240000,hatch_tag,ck
989.001038875039,nanaimo,2023-06-24 19:19:29.480000,hatch_tag,ck
989.001038875041,nanaimo,2023-06-24 22:00:58.830000,hatch_tag,ck
989.001038875043,nanaimo,2023-06-10 04:31:33.060000,hatch_tag,ck
989.001038875048,nanaimo,2023-06-23 14:01:21.670000,hatch_tag,ck
989.001038875051,nanaimo,2023-06-12 08:28:44.570000,hatch_tag,ck
989.001038875059,nanaimo,2023-06-21 23:56:44.730000,hatch_tag,ck
989.001038875073,nanaimo,2023-06-10 00:26:38.760000,hatch_tag,ck
989.001038875074,nanaimo,2023-06-12 12:29:55.010000,hatch_tag,ck
989.001038875082,nanaimo,2023-06-22 00:03:48.440000,hatch_tag,ck
989.001038875085,nanaimo,2023-06-25 20:04:08.710000,hatch_tag,ck
989.001038875089,nanaimo,2023-06-14 11:14:17.580000,hatch_tag,ck
989.001038875091,nanaimo,2023-06-12 10:14:58.520000,hatch_tag,ck
989.001038875095,nanaimo,2023-06-15 15:31:56.180000,hatch_tag,ck
989.001038875096,nanaimo,2023-06-27 02:31:08.700000,hatch_tag,ck
989.001038875100,nanaimo,2023-07-02 09:57:25.500000,hatch_tag,ck
989.001038875105,nanaimo,2023-06-10 03:37:04.970000,hatch_tag,ck
989.001038875107,nanaimo,2023-06-19 02:36:29.840000,hatch_tag,ck
989.001038875109,nanaimo,2023-06-10 07:54:34.540000,hatch_tag,ck
989.001038875110,nanaimo,2023-06-10 06:52:53.960000,hatch_tag,ck
989.001038875114,nanaimo,2023-06-12 08:17:20.410000,hatch_tag,ck
989.001038875115,nanaimo,2023-06-24 19:39:08.570000,hatch_tag,ck
989.001038875117,nanaimo,2023-07-10 15:52:55.050000,hatch_tag,ck
989.001038875118,nanaimo,2023-06-14 01:09:05.050000,hatch_tag,ck
989.001038875121,nanaimo,2023-06-12 14:04:10.360000,hatch_tag,ck
989.001038875126,nanaimo,2023-06-10 01:04:51.700000,hatch_tag,ck
989.001038875129,nanaimo,2023-06-10 03:00:09.770000,hatch_tag,ck
989.001038875139,nanaimo,2023-06-12 09:29:11.740000,hatch_tag,ck
989.001038875152,nanaimo,2023-06-10 10:15:31.130000,hatch_tag,ck
989.001038875162,nanaimo,2023-06-10 04:33:22.580000,hatch_tag,ck
989.001038875168,nanaimo,2023-06-13 17:54:09.870000,hatch_tag,ck
989.001038875173,nanaimo,2023-06-10 02:21:24.890000,hatch_tag,ck
989.001038875176,nanaimo,2023-06-09 23:22:55.970000,hatch_tag,ck
989.001038875178,nanaimo,2023-06-14 01:31:19.330000,hatch_tag,ck
989.001038875181,nanaimo,2023-06-27 02:37:02.990000,hatch_tag,ck
989.001038875187,nanaimo,2023-06-10 06:13:40.830000,hatch_tag,ck
989.001038875219,nanaimo,2023-06-10 22:41:41.700000,hatch_tag,ck
989.001038875220,nanaimo,2023-06-25 17:24:21.700000,hatch_tag,ck
989.001038875222,nanaimo,2023-06-12 19:37:38.060000,hatch_tag,ck
989.001038875225,nanaimo,2023-06-15 16:14:24.200000,hatch_tag,ck
989.001038875232,nanaimo,2023-06-10 06:35:08.410000,hatch_tag,ck
989.001038875234,nanaimo,2023-06-10 03:11:56.670000,hatch_tag,ck
989.001038875239,nanaimo,2023-06-10 09:49:06.840000,hatch_tag,ck
989.001038875254,nanaimo,2023-06-09 22:38:45.190000,hatch_tag,ck
989.001038875256,nanaimo,2023-06-15 00:10:02.830000,hatch_tag,ck
989.001038875259,nanaimo,2023-06-30 15:25:25.550000,hatch_tag,ck
989.001038875266,nanaimo,2023-06-10 02:41:27.610000,hatch_tag,ck
989.001038875274,nanaimo,2023-06-10 01:22:30.540000,hatch_tag,ck
989.001038875278,nanaimo,2023-06-29 12:51:07.010000,hatch_tag,ck
989.001038875283,nanaimo,2023-06-30 16:53:16.540000,hatch_tag,ck
989.001038875284,nanaimo,2023-06-30 16:42:36.090000,hatch_tag,ck
989.001038875288,nanaimo,2023-06-10 04:16:12.110000,hatch_tag,ck
989.001038875290,nanaimo,2023-06-13 14:04:08.270000,hatch_tag,ck
989.001038875298,nanaimo,2023-07-05 14:19:14.400000,hatch_tag,ck
989.001038875309,nanaimo,2023-06-10 04:12:32.130000,hatch_tag,ck
989.001038875317,nanaimo,2023-06-12 08:35:57.840000,hatch_tag,ck
989.001038875318,nanaimo,2023-06-25 17:50:37.870000,hatch_tag,ck
989.001038875322,nanaimo,2023-06-10 00:10:07.230000,hatch_tag,ck
989.001038875327,nanaimo,2023-06-24 21:26:35.570000,hatch_tag,ck
989.001038875328,nanaimo,2023-06-14 12:19:54.640000,hatch_tag,ck
989.001038875329,nanaimo,2023-06-12 06:46:54.380000,hatch_tag,ck
989.001038875334,nanaimo,2023-06-12 09:13:34.960000,hatch_tag,ck
989.001038875339,nanaimo,2023-06-24 18:01:20.910000,hatch_tag,ck
989.001038875343,nanaimo,2023-06-26 18:19:27.930000,hatch_tag,ck
989.001038875344,nanaimo,2023-07-10 18:44:43.970000,hatch_tag,ck
989.001038875352,nanaimo,2023-06-10 02:58:48.530000,hatch_tag,ck
989.001038875369,nanaimo,2023-06-10 06:00:59.280000,hatch_tag,ck
989.001038875372,nanaimo,2023-06-29 13:36:07.750000,hatch_tag,ck
989.001038875373,nanaimo,2023-06-10 03:15:36.960000,hatch_tag,ck
989.001038875378,nanaimo,2023-06-30 15:32:25.160000,hatch_tag,ck
989.001038875381,nanaimo,2023-06-25 19:36:49.990000,hatch_tag,ck
989.001038875392,nanaimo,2023-06-13 15:58:40.640000,hatch_tag,ck
989.001038875398,nanaimo,2023-07-09 11:36:34.140000,hatch_tag,ck
989.001038875401,nanaimo,2023-06-10 00:36:49.700000,hatch_tag,ck
989.001038875406,nanaimo,2023-06-30 19:58:45.340000,hatch_tag,ck
989.001038875418,nanaimo,2023-06-14 16:28:50.870000,hatch_tag,ck
989.001038875429,nanaimo,2023-06-12 11:00:09.210000,hatch_tag,ck
989.001038875433,nanaimo,2023-06-12 14:29:05.020000,hatch_tag,ck
989.001038875438,nanaimo,2023-06-10 09:06:09.810000,hatch_tag,ck
989.001038875440,nanaimo,2023-06-10 03:19:58.350000,hatch_tag,ck
989.001038875448,nanaimo,2023-06-10 02:17:35.320000,hatch_tag,ck
989.001038875458,nanaimo,2023-06-10 06:46:24,hatch_tag,ck
989.001038875460,nanaimo,2023-06-10 07:40:21.600000,hatch_tag,ck
989.001038875466,nanaimo,2023-06-11 14:34:38.010000,hatch_tag,ck
989.001038875475,nanaimo,2023-06-13 19:03:06.400000,hatch_tag,ck
989.001038875479,nanaimo,2023-06-10 04:40:56.410000,hatch_tag,ck
989.001038875483,nanaimo,2023-06-10 23:40:04.760000,hatch_tag,ck
989.001038875484,nanaimo,2023-06-23 18:04:27.030000,hatch_tag,ck
989.001038875487,nanaimo,2023-06-25 13:28:23.980000,hatch_tag,ck
989.001038875488,nanaimo,2023-06-25 17:56:25.240000,hatch_tag,ck
989.001038875494,nanaimo,2023-07-19 10:32:47.140000,hatch_tag,ck
989.001038875497,nanaimo,2023-06-13 10:38:52.900000,hatch_tag,ck
989.001038875500,nanaimo,2023-06-24 01:21:48.920000,hatch_tag,ck
989.001038875505,nanaimo,2023-06-28 13:05:28.540000,hatch_tag,ck
989.001038875509,nanaimo,2023-06-10 07:46:29.670000,hatch_tag,ck
989.001038875513,nanaimo,2023-06-23 10:35:08.900000,hatch_tag,ck
989.001038875519,nanaimo,2023-06-10 14:59:10.960000,hatch_tag,ck
989.001038875523,nanaimo,2023-06-12 10:14:59,hatch_tag,ck
989.001038875525,nanaimo,2023-06-13 08:08:05.140000,hatch_tag,ck
989.001038875531,nanaimo,2023-07-09 13:27:17.840000,hatch_tag,ck
989.001038875532,nanaimo,2023-06-23 02:40:17.300000,hatch_tag,ck
989.001038875533,nanaimo,2023-06-10 03:14:47.580000,hatch_tag,ck
989.001038875535,nanaimo,2023-06-10 07:12:06.070000,hatch_tag,ck
989.001038875536,nanaimo,2023-06-10 04:17:25.750000,hatch_tag,ck
989.001038875539,nanaimo,2023-07-01 18:38:08.710000,hatch_tag,ck
989.001038875541,nanaimo,2023-06-10 06:43:36.180000,hatch_tag,ck
989.001038875547,nanaimo,2023-06-10 11:28:53.440000,hatch_tag,ck
989.001038875557,nanaimo,2023-06-17 17:16:34.690000,hatch_tag,ck
989.001038875558,nanaimo,2023-06-12 09:00:32.910000,hatch_tag,ck
989.001038875561,nanaimo,2023-06-12 07:45:52.530000,hatch_tag,ck
989.001038875564,nanaimo,2023-06-10 06:03:19.320000,hatch_tag,ck
